id_evento,id_videojuego,nombre,descripcion,fecha_inicio,fecha_fin,tipo,activo
213,14474,Evento Body,Measure whom although media some bar.,2025-06-21,2025-04-22,Torneo,True
214,3979,Evento Little,Serve after government practice form firm television.,2025-01-26,2025-06-24,Torneo,False
215,12894,Evento Hand,Tv dream specific focus make.,2025-04-04,2025-06-25,Promoción,True
216,8776,Evento Garden,Respond garden chance maintain career level.,2025-03-16,2025-03-08,Torneo,True
217,14601,Evento Manager,Score hot and space front standard.,2025-01-27,2025-03-11,Torneo,False
218,8696,Evento Ever,Letter religious various conference great.,2025-06-26,2025-02-21,Torneo,False
219,9753,Evento Join,Wonder own determine piece page.,2025-02-21,2025-06-08,Promoción,True
220,3655,Evento Question,Simple foreign ago.,2025-03-12,2025-02-03,Torneo,False
221,13106,Evento Then,Often car build represent box.,2025-06-10,2025-02-09,Promoción,False
222,14649,Evento Not,Blue source baby never police fire may.,2025-06-08,2025-04-12,Promoción,True
223,4938,Evento Hold,Research as class three everybody ready fire.,2025-06-23,2025-06-12,Promoción,True
224,3442,Evento Try,Finally view go road area fear expert.,2025-02-20,2025-01-06,Promoción,False
225,2762,Evento Many,Fall government usually increase past to account style.,2025-06-02,2025-05-01,Torneo,False
226,7577,Evento Religious,Walk car return relationship agreement short.,2025-03-29,2025-04-29,Torneo,True
227,10703,Evento Part,Similar letter public cost voice.,2025-05-12,2025-04-25,Promoción,True
228,12668,Evento Week,Whom window attack safe finally entire.,2025-01-04,2025-02-25,Promoción,True
229,6413,Evento Win,Size figure impact authority write key.,2025-03-08,2025-04-10,Torneo,False
230,7440,Evento Bit,Market next field already those.,2025-05-14,2025-05-11,Promoción,False
231,2884,Evento Around,Data bill travel finally since thought.,2025-03-02,2025-06-18,Torneo,False
232,12060,Evento Part,Indicate choose make wonder.,2025-03-20,2025-02-28,Torneo,False
233,10002,Evento Government,House bit they though let.,2025-01-29,2025-02-17,Promoción,True
234,8031,Evento Thing,Late probably late only national technology wide lead.,2025-04-09,2025-06-19,Torneo,False
235,11409,Evento Authority,Almost back between it general rate.,2025-03-28,2025-05-13,Torneo,False
236,4310,Evento Value,Father mean everybody force scientist.,2025-02-01,2025-06-30,Promoción,False
237,3406,Evento Skill,Half else product season receive management last.,2025-03-04,2025-03-09,Torneo,False
238,11382,Evento Billion,Pick claim entire.,2025-02-15,2025-04-29,Promoción,False
239,5315,Evento Alone,Itself war computer important maybe night worry.,2025-01-27,2025-03-09,Torneo,False
240,5433,Evento Concern,Million Mrs once road.,2025-03-10,2025-02-24,Promoción,False
241,13216,Evento Modern,Those how toward but join way ball television.,2025-04-17,2025-06-15,Torneo,False
242,3038,Evento Thus,Old authority provide today yes gas cup everything.,2025-01-29,2025-01-16,Torneo,True
243,5391,Evento Low,Simply stuff dream case.,2025-05-21,2025-02-20,Promoción,False
244,9695,Evento Trial,Must community right term nation.,2025-01-03,2025-04-16,Torneo,True
245,9899,Evento Rest,Enjoy remain forget performance whole view boy letter.,2025-04-13,2025-03-04,Promoción,True
246,250,Evento Cell,Turn fight who.,2025-01-04,2025-05-30,Promoción,True
247,11227,Evento Price,Ahead letter receive bar point race.,2025-02-15,2025-02-06,Torneo,False
248,3241,Evento Special,Public may fight ever place respond western.,2025-01-22,2025-01-24,Torneo,False
249,7862,Evento Similar,Detail send study tough.,2025-04-13,2025-02-15,Torneo,False
250,5048,Evento Member,Marriage head carry kid.,2025-02-23,2025-05-22,Torneo,True
251,12653,Evento Wrong,Worker say option stage.,2025-01-02,2025-02-17,Torneo,True
252,8905,Evento Spring,Number responsibility record leg accept tell.,2025-05-01,2025-03-28,Torneo,False
253,6571,Evento As,Become carry himself let true respond detail.,2025-03-09,2025-01-16,Torneo,False
254,9018,Evento Number,Court not own parent senior age tax.,2025-04-22,2025-04-13,Torneo,True
255,11736,Evento Kid,Threat better draw.,2025-05-19,2025-05-04,Torneo,True
256,5161,Evento Hospital,Nature first drive discover tough them painting.,2025-01-31,2025-02-14,Torneo,False
257,8023,Evento Everyone,Kid around activity doctor turn and.,2025-02-01,2025-01-13,Promoción,False
258,493,Evento Bank,Kind need consumer include field.,2025-05-17,2025-05-09,Torneo,False
259,791,Evento Must,Career action space.,2025-05-04,2025-05-22,Torneo,False
260,14274,Evento Rest,Nothing rather past nothing you movie.,2025-01-22,2025-05-14,Torneo,True
261,14178,Evento Sort,Traditional above guy control staff people.,2025-04-03,2025-02-21,Torneo,True
262,14931,Evento Company,Six air audience stop coach report training.,2025-04-13,2025-01-12,Promoción,False
263,4110,Evento Read,Economic attention lawyer.,2025-04-07,2025-02-03,Torneo,False
264,12376,Evento Action,Team ability debate create happen project human.,2025-02-08,2025-01-28,Promoción,True
265,10968,Evento Nearly,Decision discover message base.,2025-01-22,2025-02-13,Torneo,False
266,4523,Evento Poor,Sometimes cup radio way.,2025-05-18,2025-01-19,Torneo,True
267,7149,Evento Source,Trouble should cause old bad.,2025-03-09,2025-06-05,Torneo,True
268,5015,Evento Want,Main any attack even happen.,2025-04-17,2025-03-11,Promoción,False
269,2645,Evento Treatment,Store soldier reason five.,2025-05-21,2025-03-21,Promoción,True
270,11262,Evento Relationship,Enjoy almost sing first edge order.,2025-02-15,2025-05-21,Promoción,True
271,6388,Evento Traditional,Hotel military social apply economy personal.,2025-02-03,2025-02-18,Promoción,False
272,9581,Evento Would,Thought big travel official him yet old.,2025-03-21,2025-05-18,Promoción,False
273,1403,Evento Part,Under catch item.,2025-01-09,2025-06-09,Promoción,False
274,8524,Evento Life,Discover outside risk assume choose.,2025-02-14,2025-05-02,Promoción,False
275,7469,Evento Agree,None agreement car believe rest property.,2025-04-09,2025-06-29,Promoción,True
276,12229,Evento Family,Matter enter ground hotel morning.,2025-02-27,2025-04-02,Torneo,False
277,13101,Evento Best,Point soldier sit either all.,2025-01-26,2025-04-21,Promoción,False
278,9619,Evento Forget,Past sure weight recent.,2025-02-13,2025-06-21,Promoción,False
279,1254,Evento Sign,Several special follow plant why.,2025-03-01,2025-04-30,Torneo,False
280,1910,Evento Vote,White officer owner raise.,2025-03-29,2025-01-24,Promoción,True
281,14026,Evento Special,Bad mouth control trial tough drive medical author.,2025-02-28,2025-05-13,Torneo,False
282,13661,Evento While,Water area fear think quality task whole act.,2025-03-15,2025-06-18,Torneo,True
283,14984,Evento Choice,Argue glass certain natural our from face impact.,2025-05-10,2025-06-13,Promoción,True
284,13533,Evento Bar,Nor PM beyond war.,2025-06-25,2025-02-04,Promoción,False
285,5218,Evento At,Lot street mind audience.,2025-05-28,2025-02-22,Promoción,False
286,592,Evento Ok,Capital economy easy include hot water option real.,2025-04-26,2025-04-01,Torneo,False
287,14379,Evento Situation,From top third piece stop teacher present.,2025-05-19,2025-06-25,Promoción,True
288,12359,Evento This,Occur star believe successful similar.,2025-02-18,2025-04-15,Torneo,False
289,12533,Evento Task,Add six end air position career.,2025-03-11,2025-05-12,Promoción,False
290,1101,Evento Executive,Mention color activity color argue baby another.,2025-06-01,2025-02-11,Promoción,False
291,14957,Evento Successful,Big scientist offer guy.,2025-04-24,2025-06-03,Promoción,False
292,13473,Evento Them,Follow radio course forward evening physical financial oil.,2025-03-31,2025-06-18,Torneo,False
293,6005,Evento Often,There draw various send.,2025-04-22,2025-02-14,Torneo,True
294,154,Evento Direction,Form laugh forward mention where else somebody.,2025-01-24,2025-01-02,Torneo,True
295,1622,Evento Develop,Mouth argue physical stage reach suggest security.,2025-04-01,2025-03-27,Torneo,False
296,3511,Evento Impact,Growth mission life.,2025-01-04,2025-04-01,Torneo,False
297,8099,Evento Nothing,Some civil president follow mean.,2025-02-14,2025-06-16,Promoción,False
298,9211,Evento Over,Hair outside shoulder onto card what red.,2025-04-12,2025-01-25,Promoción,False
299,6108,Evento Strategy,Anyone either among plant.,2025-05-18,2025-01-21,Torneo,True
300,7341,Evento Center,Southern citizen wind whom surface treat.,2025-06-27,2025-04-18,Torneo,True
301,5932,Evento Church,Company while class north stand behavior miss.,2025-01-16,2025-05-10,Torneo,True
302,5261,Evento Watch,Oil resource church available down consider some tend.,2025-01-26,2025-06-07,Torneo,True
303,3129,Evento Management,People large goal chance.,2025-01-31,2025-05-08,Promoción,True
304,1059,Evento Alone,Its and for modern.,2025-01-02,2025-01-14,Promoción,False
305,10072,Evento Beautiful,Appear myself moment exactly from never direction or.,2025-03-24,2025-03-24,Promoción,True
306,13825,Evento Whose,But send mind region.,2025-03-07,2025-03-15,Torneo,False
307,11326,Evento Environmental,The thank stuff send audience.,2025-02-15,2025-02-02,Torneo,True
308,11659,Evento Sense,Professional eye need artist expect.,2025-05-25,2025-06-12,Promoción,False
309,8411,Evento Purpose,Strategy country blue require.,2025-05-12,2025-05-09,Promoción,False
310,2513,Evento Experience,Hotel shoulder why just north.,2025-02-13,2025-01-13,Torneo,True
