objeto_id,id_videojuego,usuario_id,nombre,descripcion,a_la_venta
70,14848,11615,Objeto Give,Truth instead everything six central PM fear.,True
71,6215,15635,Objeto Hair,Every bag thus break few draw.,False
72,3210,6308,Objeto Month,Much several base white.,False
73,11718,16079,Objeto Mention,Use find right walk.,True
74,6320,4929,Objeto Cost,Least according focus meet same nearly.,False
75,6342,18979,Objeto Evidence,For expert learn they environmental son including.,True
76,7534,16766,Objeto Another,Stock win serious pass impact born set.,True
77,14736,2674,Objeto Investment,Recent close matter check.,True
78,11359,13785,Objeto Tv,Ok be start car.,False
79,2992,1610,Objeto Particularly,Place manage consumer arm teach theory office.,False
80,3463,11195,Objeto Artist,Western house fly trade probably call.,True
81,8919,3035,Objeto Fund,Item already government different song tree.,False
82,11144,5266,Objeto Agree,Right line between level number detail.,False
83,8088,7659,Objeto Seven,Identify think several collection threat consider.,False
84,460,2271,Objeto Onto,Parent town blood main report country.,False
85,12562,2550,Objeto Care,Finish public box then likely mean.,False
86,14262,2711,Objeto Director,Talk drive want ball democratic after wind.,True
87,11858,18743,Objeto Card,Affect role choose interest people.,False
88,2813,1991,Objeto Change,Parent project popular something fine church here article.,True
89,7030,4224,Objeto People,Bring happy service part.,False
90,11039,19505,Objeto Hospital,Offer unit whose figure message.,True
91,3409,15000,Objeto Leader,Best point worker mother marriage current.,True
92,14226,17426,Objeto New,Different trial attack approach series international expert.,True
93,6970,4312,Objeto House,Woman thing travel drop answer sister hair.,True
94,11415,12009,Objeto Listen,Person performance say number.,True
95,4656,19431,Objeto Education,Fly ago act himself how.,True
96,10869,13625,Objeto Sing,Commercial board style thing.,True
97,134,1736,Objeto Pretty,Address center between them other.,True
98,3033,2492,Objeto Forward,Box attack give capital.,True
99,14818,15928,Objeto Somebody,Wrong if suggest throw machine.,True
100,1587,2902,Objeto Close,Reality people accept market bring cell more.,True
101,9054,2999,Objeto Course,Card computer image candidate institution education.,False
102,2993,15056,Objeto Event,East notice federal question ground sport these.,True
103,2383,334,Objeto Why,Gun party president provide commercial long.,False
104,9599,18321,Objeto Job,Partner whose several serious.,True
105,9404,14434,Objeto Raise,Politics go religious model material.,False
106,13907,6257,Objeto Agree,Claim program leave us whatever player movie.,False
107,11998,18645,Objeto Sense,Read such benefit money probably simple.,False
108,11950,4075,Objeto Level,Page coach world worker.,True
109,9362,7448,Objeto Record,Size receive international able.,False
110,12729,12150,Objeto Same,Certain seat focus heavy note employee mouth.,False
111,1402,2666,Objeto Author,Information car federal receive line.,True
112,298,4758,Objeto State,North daughter exactly group.,True
113,9076,6932,Objeto Region,Cultural grow while party event magazine effect.,True
114,1002,7334,Objeto Their,Late these bank respond probably everything.,True
115,7318,7270,Objeto Reflect,Paper tough Mrs account.,False
116,4787,7338,Objeto Way,Nothing theory trouble share west series wife.,False
117,7150,12604,Objeto Kind,Professor country real age country.,False
118,568,3406,Objeto Why,Study surface the she capital.,True
119,10078,16447,Objeto Easy,Themselves treatment two gun tend.,False
120,902,17922,Objeto Compare,Loss weight wind try determine coach.,False
121,997,458,Objeto Happen,Member fight support find today continue friend.,True
122,14509,8952,Objeto Arm,Easy across blood among so least.,False
123,10494,14511,Objeto Fish,Attorney determine fish who fall.,True
124,77,15086,Objeto Customer,Response present high claim.,False
125,3710,9232,Objeto Language,Movement training activity adult student by market.,True
126,3035,3769,Objeto Film,Strategy stuff road thing training pull as thus.,True
127,2700,10928,Objeto Father,Of early compare turn.,False
128,12396,10787,Objeto Ten,Baby late work pass song turn compare.,True
129,3543,4094,Objeto Few,Responsibility great record dream.,False
130,2066,2309,Objeto Occur,Who see ever arm.,True
131,3389,215,Objeto Focus,Practice assume affect represent tax build.,False
132,11048,11956,Objeto American,Remain agreement strategy table green skin.,True
133,837,12754,Objeto Return,Girl face hold according teacher raise.,False
134,5073,13084,Objeto Simply,Recognize suffer boy speak serve.,False
135,3189,3101,Objeto Notice,Individual road new color street ago either author.,False
136,6284,3169,Objeto Trip,Thus through investment might.,True
137,10945,3083,Objeto Anything,Stuff movie compare beautiful.,True
138,8455,2336,Objeto Turn,Drive expert almost.,False
139,5631,974,Objeto All,Memory democratic left daughter sort.,True
140,9522,4996,Objeto Discuss,Nice admit boy scientist four later bit.,True
141,8159,3721,Objeto Large,Usually what north read finally.,False
142,2215,5743,Objeto Themselves,Population less approach medical next authority Mr send.,False
143,10762,10424,Objeto Notice,Present evening beyond environmental hard always history.,True
144,3063,14908,Objeto From,Happy where election commercial exactly.,True
145,6220,8379,Objeto Hundred,Population amount specific west later.,True
146,7945,10342,Objeto Fight,Action case goal happy.,True
147,13812,9794,Objeto Night,Plan during memory teacher bag.,False
148,13179,19272,Objeto Level,Alone behind friend stage group about.,False
149,2937,7865,Objeto Writer,Surface history time performance.,True
150,9031,14439,Objeto Player,Others subject be sing choose two leg dark.,False
151,11399,10019,Objeto Magazine,Itself imagine hit represent feeling spend group.,False
152,7545,10556,Objeto Admit,Trip into author join.,True
153,13482,9032,Objeto Message,Customer green daughter some position win three score.,False
154,11970,13510,Objeto Onto,Run artist trip finally truth send federal.,True
155,1855,5025,Objeto Movie,Together financial suffer get group.,False
156,13792,12995,Objeto Maybe,Own challenge game organization discussion however.,False
157,14330,5826,Objeto Focus,Maybe system ball build.,False
158,10664,17538,Objeto Effort,Sure serious candidate various air course half table.,True
159,14531,4771,Objeto Wish,Food wide tax.,False
160,9196,855,Objeto Party,Book administration reach form support above.,True
161,4244,18686,Objeto Indeed,Decade election close name citizen run.,True
162,858,6935,Objeto Nor,During just budget stop keep.,True
163,12799,1209,Objeto Without,Car season charge less later few design.,True
164,13605,6506,Objeto Reveal,Action require red type.,False
165,9391,19257,Objeto Dinner,Tell late unit teach fine fear.,True
166,3282,2802,Objeto Rest,Man east performance example which.,True
167,12473,8486,Objeto Attorney,Maintain stage American painting fight family.,False
168,938,4334,Objeto Later,What of former director.,False
169,8334,13523,Objeto Able,Project gas few relationship short hotel.,True
170,14509,2082,Objeto Throughout,Until by offer hot again.,True
171,3479,4274,Objeto Language,Skill modern smile Mr federal major of.,False
172,11734,2812,Objeto Wide,World position out tough home crime hospital president.,True
173,3682,14161,Objeto Can,Director girl may.,False
174,10026,3800,Objeto Today,Response action before leg ask receive next customer.,True
175,14148,7831,Objeto These,Source scene simply open cold.,True
176,14757,4888,Objeto Student,Person race protect Republican open nearly activity.,False
177,13457,16503,Objeto Glass,Wonder position deal him say smile.,True
178,8963,3750,Objeto Hot,Use south may military exactly company.,True
179,13227,13251,Objeto Parent,Certain choice relate to property reduce.,True
180,9311,10974,Objeto Affect,Wish expect quality test.,False
181,14472,6268,Objeto Since,Find back land one admit artist eye.,False
182,4155,11738,Objeto Bit,Couple but after away.,True
183,6631,12596,Objeto Hair,Level prevent sound spring deep.,False
184,6516,11526,Objeto Law,Establish from training place develop.,True
185,1086,5549,Objeto Hundred,Head get expect.,True
186,3859,18845,Objeto Follow,Sure must back risk.,False
187,56,19876,Objeto Economy,Develop market course.,True
188,9237,7975,Objeto History,Other truth president bit.,False
189,14021,8579,Objeto Tend,Media use toward determine.,True
190,4766,14162,Objeto Cause,Talk focus energy happy talk tax bank.,False
191,12053,3244,Objeto Form,Form enjoy bank later message likely actually.,False
192,10592,17515,Objeto Cut,Strong man know role himself society others.,False
193,4368,17616,Objeto Result,Simply choice bar idea foreign particularly.,False
194,204,1165,Objeto Course,Treatment less establish still my prevent.,True
195,2244,1080,Objeto Save,Of simple light impact room value.,False
196,12274,2220,Objeto Room,Instead rich great tough court education.,False
197,5934,17132,Objeto Tree,First organization environmental firm son role.,True
198,4012,7915,Objeto Agency,Stop investment occur yet wish produce fish new.,True
199,13518,9476,Objeto Probably,Particularly may follow bill system prevent behavior.,True
200,14386,18112,Objeto Girl,Occur may property report.,False
201,12243,2215,Objeto Less,Thought participant worry could production bed too.,False
202,876,5383,Objeto Trip,Bill degree spring collection hour require fund.,True
203,4285,12910,Objeto Upon,Similar tell matter ground market those.,False
204,9117,3328,Objeto Finally,Maintain per board rest face medical sit.,True
205,13203,18976,Objeto Relate,Language so fight group.,False
206,9283,9079,Objeto Tough,Walk affect black determine.,False
207,7677,16293,Objeto Detail,Since teacher hotel voice gun street with.,True
208,7574,17312,Objeto International,Middle peace hot choice enjoy become avoid range.,True
209,9039,18326,Objeto Most,People friend tonight effect when begin.,False
210,11556,17949,Objeto Moment,Challenge computer will radio.,True
211,8894,11216,Objeto Road,Structure send whatever price show.,True
212,4095,13513,Objeto Yes,Grow peace nice young against table without environment.,True
213,870,14424,Objeto Save,Fast ball exactly.,True
214,4064,7000,Objeto Management,Yeah film unit.,False
215,947,4498,Objeto Discuss,Beautiful including rest note old.,False
216,10562,13598,Objeto Dark,Training card know spring especially.,False
217,6394,16855,Objeto Wrong,Black eight nor TV enough represent hear.,True
218,5719,913,Objeto Court,Research than personal guess toward soon.,False
219,752,123,Objeto Source,Science service dinner media see ability.,False
220,3253,10411,Objeto Individual,Ahead toward race direction.,False
221,8762,13826,Objeto Soldier,Customer together worry organization soldier.,True
222,7273,7478,Objeto Eye,Bed to deal whole live.,True
223,5562,11675,Objeto However,That care what.,True
224,2251,5970,Objeto Unit,Read professor window begin between six.,True
225,2425,15553,Objeto Government,Mission knowledge hundred present.,True
226,14271,17832,Objeto Get,Court most beat call culture computer.,False
227,3165,7193,Objeto American,Assume billion nature itself work.,True
228,13362,9109,Objeto A,Cost fall course growth way.,False
229,4131,10277,Objeto Hot,Expert yes kid improve large central.,True
230,1792,19649,Objeto Wind,Fast stand employee story the staff.,False
231,5561,5552,Objeto Big,Short interesting animal senior course.,False
232,4985,12380,Objeto Social,Final toward environment guy role up affect.,False
233,10246,8307,Objeto Student,Significant cost red.,True
234,2810,5706,Objeto Indicate,Husband card camera line none science.,False
235,838,292,Objeto Appear,Fire middle read.,False
236,11230,14550,Objeto Meet,Shoulder itself affect road yeah five.,True
237,12756,3351,Objeto Because,Answer Congress little anyone really food also.,False
238,2896,14338,Objeto Ability,Section fire worker.,True
239,1819,13313,Objeto Heart,Resource food policy free of.,False
240,9699,483,Objeto Son,Girl nor able whole charge movie.,True
241,10156,19271,Objeto Home,Possible management police gas stay recently rather.,False
242,13857,15269,Objeto Detail,Land approach son attorney.,False
243,6602,7635,Objeto Some,Everything follow race court discussion image member save.,False
244,5382,3783,Objeto Far,Service floor before attention.,False
245,9103,5626,Objeto Hotel,News action person then important.,True
246,4774,18809,Objeto Expect,Sport human ask magazine.,False
247,2547,10419,Objeto Indicate,City wait design then son full let get.,True
248,13842,9679,Objeto Issue,New point play be recognize.,False
249,14580,18124,Objeto Most,Trouble course second hair ahead part.,False
250,8053,1547,Objeto Although,Range hour line style manager hand.,True
251,13961,10517,Objeto Group,Wait across sign would.,True
252,4675,6573,Objeto West,Student fill than great special.,False
253,7819,11667,Objeto Wall,Guess answer yard wall.,False
254,279,11004,Objeto Animal,Spring including control meeting.,False
255,13482,15993,Objeto Money,Them dinner now.,True
256,3627,4998,Objeto Building,Security same share.,False
257,12649,7285,Objeto Action,Direction spring sign easy than audience.,False
258,9012,16318,Objeto Woman,Address keep moment party kitchen.,False
259,13256,15341,Objeto Leader,Apply class look child hot democratic.,False
260,12756,10865,Objeto Later,Blue activity home job check.,False
261,4276,38,Objeto Role,Institution road board seek at onto.,True
262,5698,17988,Objeto Success,Wear return start fund people.,True
263,10424,16426,Objeto Baby,Fund effect than if.,False
264,14363,3061,Objeto Cultural,Grow rate however employee American.,True
265,12649,5781,Objeto Choose,Become dog into friend position subject employee.,True
266,6655,10752,Objeto Begin,Imagine size both form keep here instead few.,True
267,7125,16783,Objeto Natural,Prove modern production coach mother through.,True
268,3198,1218,Objeto Wait,Newspaper garden magazine police wish plant present.,True
269,10286,4015,Objeto Commercial,Protect seven PM less argue require watch.,True
270,12259,5158,Objeto Central,Benefit hit early view.,True
271,14687,18215,Objeto Cut,Serious anything bank husband large she quickly.,True
272,8121,4919,Objeto Reflect,Several meet red blood test chance.,False
273,14210,18775,Objeto List,Perform company today address worry remain college food.,True
274,14226,654,Objeto Easy,Measure war woman stuff.,False
275,14212,11891,Objeto Sense,Single else dinner worry.,True
276,10451,3505,Objeto These,Effect business somebody.,False
277,3766,14032,Objeto Company,Wish brother business serve.,True
278,3368,13913,Objeto Customer,Try last peace certain Democrat these room.,True
279,5111,15877,Objeto One,Pm fine lead your.,False
280,8625,8005,Objeto Glass,Southern away human.,True
281,5925,12598,Objeto Human,Whether stay simple event song environment blue.,True
282,12940,437,Objeto Leave,Weight able guy nothing.,True
283,14269,19451,Objeto Reveal,Laugh value often air child century.,True
284,1841,12355,Objeto Book,Expect audience charge section involve deal.,False
285,13324,7434,Objeto Else,Near education bed type.,True
286,10158,14092,Objeto Speech,Loss poor and.,True
287,5991,17638,Objeto Task,Including able open election back size.,True
288,11767,12832,Objeto Cup,Film speech challenge a edge letter brother coach.,True
289,12649,12666,Objeto Together,Hotel Congress beyond impact style deal plan suggest.,True
290,14205,15005,Objeto Night,Value he whether together international.,True
291,13966,8026,Objeto Report,Great shoulder expert.,True
292,12310,15704,Objeto Happy,Mention central cold million.,False
293,11484,2155,Objeto Vote,However analysis save four official.,True
294,7046,19082,Objeto Check,Drop stuff statement up need position.,False
295,10820,14494,Objeto Ten,Still issue president stuff customer night.,False
296,1230,2296,Objeto Hold,Their word something beyond region seem human.,True
297,14919,13882,Objeto Think,Maybe black young add want foot more.,False
298,6975,10983,Objeto Debate,Help reality form painting TV should present as.,False
299,3193,9880,Objeto Bar,Feel season site suffer certain.,True
300,6643,4897,Objeto Help,Material color girl all program.,True
301,6534,1849,Objeto Commercial,Staff per similar best their condition.,False
302,12880,9502,Objeto View,Development rich learn none account behind.,False
303,8401,4028,Objeto East,Business provide professional billion American.,False
304,3519,8636,Objeto Difference,Choose alone science society top present lawyer.,False
305,1778,9816,Objeto Eye,Still condition value say indeed letter.,True
306,11483,10961,Objeto Ability,Heart late within one.,False
307,3662,5145,Objeto Eight,Weight him through fish either today.,False
308,12723,1917,Objeto Million,Interest choose likely so order movie join.,True
309,7587,6336,Objeto Support,Movement lot view college instead against.,False
310,14922,1536,Objeto Boy,System ready hospital company.,False
311,5216,5274,Objeto Blood,Enter tough certain first participant.,False
312,12247,7825,Objeto Network,Second purpose her someone style.,False
313,3842,19062,Objeto Ball,Phone step best past including pretty natural challenge.,False
314,1772,18978,Objeto Word,Begin religious natural win positive.,False
315,4543,8479,Objeto Able,Kind difficult identify term.,False
316,9972,9185,Objeto Trade,Nothing trip maybe remember.,True
317,14482,10115,Objeto Program,Particularly away clearly project.,True
318,10508,18618,Objeto Growth,Decade see recognize letter low house.,True
319,1046,17412,Objeto Because,Best question attack could light how.,True
320,626,15142,Objeto Speech,Fact decade action week difficult force.,True
321,2682,13917,Objeto Bit,Listen customer involve material defense.,True
322,4734,17186,Objeto New,Responsibility popular black series.,True
323,10060,11841,Objeto Range,Administration morning strong Mrs do son.,False
324,7703,10262,Objeto Sort,Appear start wait such.,False
325,5594,5335,Objeto Investment,Member quickly seem explain miss light firm.,False
326,9382,13135,Objeto Meeting,Building during focus paper lot bed although senior.,True
327,3973,13446,Objeto Fact,Occur little hundred involve all during.,False
328,10664,5112,Objeto Make,Employee local other peace never whole.,False
329,3107,7140,Objeto Raise,Give already bill receive game.,False
330,6722,196,Objeto Never,Over benefit national watch move.,True
331,11002,11693,Objeto Account,Information color pass recent trade involve.,True
332,4042,1470,Objeto Hard,He media once bed hold stage enter.,False
333,1849,9230,Objeto Also,Note away yet expect behind.,False
334,12239,6882,Objeto Friend,Cause goal government.,True
335,7452,9791,Objeto Move,Common ten bar thought rock apply develop decide.,False
336,5044,12246,Objeto Area,Answer offer leg accept up down.,False
337,6191,13141,Objeto Begin,College front rest million choose test carry.,True
338,705,14361,Objeto Couple,Party executive two pass.,False
339,1551,7959,Objeto Year,Girl professional think again image.,False
340,10322,8954,Objeto Travel,Peace learn blood someone test side.,False
341,663,8358,Objeto Week,West language consumer actually.,False
342,10187,2368,Objeto Indeed,Different soon dream administration over life no window.,True
343,10196,19976,Objeto Meeting,However senior fact wall bank.,True
344,5982,7294,Objeto Year,General per word end certainly.,True
345,14122,15478,Objeto Produce,Minute pass theory hair.,False
346,4990,13244,Objeto Kitchen,Traditional more edge respond how blue cup.,True
347,10153,14826,Objeto Five,Thought country dark car.,False
348,7347,366,Objeto Might,Explain marriage state accept management face.,True
349,14041,4795,Objeto Guy,Everyone politics language job have specific.,True
350,636,16652,Objeto Social,Address scene sure out.,False
351,1085,641,Objeto Lay,Hope reflect these just sometimes wide lot service.,True
352,13538,15342,Objeto General,Cultural fact significant chance look industry.,False
353,10900,16871,Objeto Listen,State century character senior prevent that course.,False
354,12620,5830,Objeto Tend,Ok could role account quickly candidate.,True
355,5899,1697,Objeto Else,Than best perhaps wife government wrong network.,True
356,13859,15788,Objeto Machine,Sell personal dog no relationship training authority kind.,True
357,11936,8240,Objeto Realize,Candidate yourself director cell.,False
358,14835,11343,Objeto Most,Behind whatever really.,False
359,685,10487,Objeto Pattern,None morning song each another community method.,False
360,6531,7694,Objeto Dark,Price kid service every.,True
361,13368,4212,Objeto If,Father get exactly study.,True
362,6723,5709,Objeto Stay,Mention position too ok.,False
363,7338,12870,Objeto Mission,Them several star.,False
364,14063,5783,Objeto Little,But watch subject ground interest modern.,True
365,705,9771,Objeto Have,About everything training herself of set right catch.,True
366,8887,18851,Objeto Already,Movement husband represent too reach scientist.,True
367,3132,9851,Objeto Strong,Simple police meet because alone.,False
368,3616,1062,Objeto Camera,Republican skill part would green hold arm else.,False
369,4732,9203,Objeto Population,Fire space hand.,True
370,7569,1124,Objeto Morning,Peace federal especially us majority east else.,True
371,6433,10991,Objeto Success,Nothing page reveal.,True
372,5708,12953,Objeto Speech,International write picture wall.,True
373,11817,8662,Objeto American,Heavy use hair door history deep two might.,False
374,1975,18885,Objeto Eat,Organization include its address year to.,True
375,2999,9129,Objeto Able,To so spring woman material improve.,True
376,12572,10230,Objeto Their,Success mother bring president maintain over.,True
377,145,11900,Objeto Office,Piece myself least smile action nor unit.,True
378,4778,11036,Objeto Bill,Relate ability south begin rule join ground.,False
379,6922,9980,Objeto Floor,Wide seem realize body catch clear already.,True
380,7161,16519,Objeto Maintain,Short those ok situation Democrat.,True
381,6147,13054,Objeto Account,Skill technology western five blood.,False
382,3887,6638,Objeto Game,Woman something fall school feel strong impact special.,False
383,3498,8744,Objeto Generation,Different center American leave could bad father law.,False
384,10045,8023,Objeto Choice,Money civil reflect.,False
385,11311,14972,Objeto Head,Soldier without face cell inside magazine seven.,True
386,244,4372,Objeto Message,Toward inside eat simply.,True
387,2310,15967,Objeto Their,Possible media firm hand window.,True
388,154,11269,Objeto Occur,Environmental seven ability thus expect.,True
389,5521,19952,Objeto Game,Apply situation agency.,True
390,10602,11511,Objeto North,Better authority avoid.,False
391,14730,12370,Objeto Treatment,Wrong learn seven cup future.,True
392,12322,7259,Objeto Strong,Skin Democrat guess.,False
393,999,4117,Objeto Six,Three soldier market.,True
394,671,2116,Objeto Direction,Reason plan popular.,True
395,8791,13927,Objeto Society,Rest respond put pick deep citizen into.,False
396,12800,2489,Objeto Office,Sport country tough care develop sense certainly.,False
397,3420,5036,Objeto Five,Window in investment economy mission note.,False
398,11701,13714,Objeto Right,Maintain follow back.,True
399,8332,17367,Objeto Follow,Race risk own.,False
400,9661,2148,Objeto Condition,But laugh whether rate tonight that wrong shoulder.,False
401,9191,838,Objeto Course,Standard television home develop tell finally.,True
402,3200,8399,Objeto Easy,Culture husband pressure fill yet despite.,True
403,14851,11088,Objeto World,Rest can power.,True
404,3427,17017,Objeto Game,Them success traditional successful.,False
405,2637,10275,Objeto Of,Rule arm lead onto.,False
406,10150,10403,Objeto Send,Describe low our else drive pressure.,True
407,7957,10749,Objeto Together,Like everything with lawyer.,True
408,873,16881,Objeto Could,Owner more husband near like commercial.,True
409,8194,11230,Objeto Stock,Miss behavior exist different join stay.,True
410,12013,8309,Objeto Field,Bag life write available summer inside.,False
411,14771,1712,Objeto Low,Expert career yet everyone.,True
412,7257,12377,Objeto Society,Down local fight manage ground in partner side.,True
413,14514,14427,Objeto Program,Concern face early water resource agreement.,True
414,13396,6116,Objeto Growth,Challenge government campaign tend word recognize us.,False
415,7116,19997,Objeto Structure,Source nearly still outside not.,True
416,12177,3650,Objeto Care,Natural sure next vote.,False
417,5465,6665,Objeto If,Window word five eat actually.,True
418,14673,8198,Objeto Up,Sport series north.,False
419,12062,9006,Objeto Watch,Probably city often American name fill short.,False
420,7824,1928,Objeto Head,Fill prevent too lay build.,False
421,10746,6439,Objeto Compare,Science poor teach him option out.,False
422,4772,18684,Objeto Top,Food health design.,False
423,14768,10832,Objeto Than,Bank language go task return ability well.,True
424,3971,4942,Objeto Expert,Low development debate improve.,False
425,14983,15251,Objeto Site,Employee quite wall now.,True
426,11535,7454,Objeto Hot,Medical include expert wide.,True
427,4844,16375,Objeto Along,Pull animal kid rock clear trade life south.,True
428,12582,18875,Objeto Democratic,Bit thought cold whom.,False
429,14208,8,Objeto Green,Do series believe.,True
430,7442,9124,Objeto Skill,Two marriage something how.,True
431,8151,14816,Objeto Bring,Attack some sing movement.,False
432,4930,688,Objeto Particular,Fact wife everything son yes.,False
433,7294,4983,Objeto Money,Everything here occur collection expect economy hospital.,False
434,14537,12126,Objeto Whole,Build control deal white theory.,False
435,995,11348,Objeto Visit,While consumer who white true.,True
436,9149,12495,Objeto Site,Pretty four in attorney.,True
437,10154,2421,Objeto Degree,Away field decision.,True
438,8311,7369,Objeto Message,Several cup could if long city.,False
439,4996,15930,Objeto Left,Stuff in when alone.,False
440,1752,6271,Objeto General,Position available difference successful grow.,True
441,3197,9391,Objeto Treatment,Represent watch media decade music color.,False
442,13141,1995,Objeto Concern,Sense process cut step stay language.,False
443,5289,9663,Objeto Hot,Growth very idea everybody she fall common.,False
444,2301,2439,Objeto Service,Continue crime stuff answer fill candidate.,False
445,1616,8676,Objeto Cold,Skin form picture sing speech page.,True
446,5886,7073,Objeto Table,Sound somebody yes find talk race.,True
447,6232,3337,Objeto Crime,Parent source thought.,False
448,12323,19394,Objeto Top,Democratic unit ten public military performance far.,True
449,737,9899,Objeto Run,Threat good recently.,True
450,505,2394,Objeto Measure,Take assume opportunity summer nor.,True
451,2001,3770,Objeto Edge,Employee price explain drive view team.,True
452,46,12504,Objeto Sing,Executive amount baby tax.,True
453,7213,17536,Objeto Everyone,Over reveal on question.,False
454,13458,10808,Objeto Do,Think parent analysis.,False
455,11457,9224,Objeto Loss,Minute us own bring become month.,False
456,3103,3657,Objeto Ball,Statement mission step huge suddenly law reflect.,False
457,11846,390,Objeto Morning,Member occur use really do fire look.,True
458,5788,10303,Objeto Least,Process firm wife south get.,False
459,4119,2469,Objeto Would,Product thing section manage live give might.,False
460,13343,4206,Objeto Campaign,Catch structure music hand space require more control.,False
461,1872,2947,Objeto Program,Page light local prevent team.,False
462,6810,9191,Objeto Minute,Serious trouble four use carry physical.,False
463,296,12430,Objeto Mean,Sort effort defense own political put send.,False
464,6800,8478,Objeto Hour,Marriage management far.,False
465,13848,14847,Objeto Account,Then region cover two seven weight rather.,True
466,11185,11523,Objeto History,Chair and adult go indeed.,True
467,14448,5617,Objeto Yes,Seat recent less father.,False
468,5296,15017,Objeto Operation,School have same maintain address could.,True
469,8835,651,Objeto Sense,Send water bar take dog the.,True
470,5550,4088,Objeto Ability,Nothing everyone safe world institution any check.,True
471,4060,8394,Objeto Entire,Reflect what within truth sea just.,False
472,5469,14548,Objeto Brother,Call safe meet treatment.,True
