id_evento,id_videojuego,nombre,descripcion,fecha_inicio,fecha_fin,tipo,activo
28,1394,Evento Maintain,Statement alone to far together image.,2025-04-18,2025-03-20,Torneo,False
29,268,Evento Card,Return garden always city evidence beyond.,2025-01-09,2025-05-21,Promoción,False
30,1234,Evento Trip,Wife understand off.,2025-06-18,2025-03-11,Promoción,False
31,341,Evento Money,Religious style unit election.,2025-06-19,2025-04-27,Torneo,True
32,749,Evento Him,Marriage sure particularly or bar.,2025-02-25,2025-02-17,Promoción,False
33,1317,Evento Forward,Job likely hand fill.,2025-02-25,2025-01-10,Promoción,True
34,1136,Evento Before,Detail great throw.,2025-06-25,2025-05-01,Promoción,True
35,154,Evento Prepare,Spring foot lose development.,2025-05-13,2025-06-07,Promoción,False
36,209,Evento Single,They try play present open sing.,2025-03-05,2025-06-12,Torneo,True
37,944,Evento Meeting,Ago toward out cell name.,2025-04-08,2025-05-08,Promoción,True
38,49,Evento Party,She star improve itself officer minute learn.,2025-01-07,2025-04-24,Torneo,False
39,1129,Evento Account,May pattern mean daughter total within professional.,2025-02-23,2025-02-19,Promoción,False
40,583,Evento Act,Environment century factor something south six knowledge.,2025-01-07,2025-06-13,Torneo,True
41,1058,Evento Material,Account woman experience myself focus water.,2025-03-09,2025-02-10,Promoción,False
42,983,Evento Behavior,Level author research note stay hot.,2025-05-02,2025-03-18,Promoción,True
43,481,Evento Civil,He quite try small.,2025-01-20,2025-02-19,Torneo,False
44,611,Evento Morning,Oil kind offer mission area week administration.,2025-02-10,2025-04-14,Promoción,False
45,804,Evento Ago,Charge eat however could serious scientist all.,2025-06-11,2025-04-06,Promoción,False
46,1377,Evento Bad,Arrive know campaign expect send those.,2025-03-08,2025-06-30,Promoción,True
47,269,Evento Know,Analysis arm as lawyer across.,2025-01-18,2025-03-08,Torneo,False
48,1121,Evento Check,Customer fire effect however television be study.,2025-05-18,2025-03-21,Promoción,False
49,651,Evento Economic,Recognize difference simply reveal catch hundred investment.,2025-03-01,2025-04-01,Promoción,True
50,580,Evento Join,Easy manage number live her design interest.,2025-02-05,2025-03-09,Torneo,False
51,1402,Evento Drug,Central add type body.,2025-04-23,2025-06-08,Promoción,False
52,731,Evento Class,Nature well always popular.,2025-01-08,2025-01-14,Torneo,True
53,1005,Evento Seven,Lead grow one rest instead really rise.,2025-05-06,2025-06-22,Promoción,False
54,1296,Evento Customer,Light indicate behavior yard grow compare.,2025-02-22,2025-04-24,Torneo,True
55,317,Evento Practice,It item structure check bag wear report.,2025-04-06,2025-03-11,Promoción,False
56,116,Evento Kind,Might stop book real another turn.,2025-03-03,2025-04-23,Torneo,False
57,959,Evento Current,Minute none our fish.,2025-06-12,2025-02-18,Promoción,False
58,1144,Evento Term,Teach involve product relate.,2025-03-08,2025-03-14,Promoción,False
59,558,Evento Style,Finish can collection.,2025-03-11,2025-06-15,Promoción,False
60,162,Evento Ever,Theory design glass century yet apply of seek.,2025-02-25,2025-04-24,Torneo,False
61,1156,Evento Occur,Attack big including road series hotel who newspaper.,2025-03-17,2025-01-02,Promoción,False
62,412,Evento Strategy,Bed through area eat agency.,2025-03-07,2025-01-02,Torneo,False
63,182,Evento And,Lawyer so past society nor.,2025-02-27,2025-06-20,Promoción,True
64,1007,Evento Economic,Brother movie there minute quality whatever.,2025-05-16,2025-04-20,Promoción,True
65,528,Evento Product,Recently drug budget daughter.,2025-04-26,2025-01-15,Promoción,False
66,552,Evento Last,American enough fast simple mean.,2025-03-08,2025-02-25,Promoción,True
67,323,Evento Task,Population develop purpose chance.,2025-04-04,2025-05-19,Promoción,False
68,1358,Evento Clear,Kid affect because situation big with.,2025-02-04,2025-06-15,Torneo,True
69,349,Evento Per,Congress indicate hundred expert.,2025-06-03,2025-04-18,Torneo,False
70,835,Evento Amount,Eye later agreement establish once writer.,2025-03-19,2025-02-03,Promoción,True
71,1443,Evento Move,Others across wait according director cut.,2025-03-22,2025-03-20,Torneo,True
72,1162,Evento Peace,Game leader dream produce choose.,2025-04-19,2025-05-26,Promoción,False
73,682,Evento Across,Organization author director late worker.,2025-01-19,2025-01-16,Torneo,True
74,409,Evento Type,Successful unit strategy relate response even girl.,2025-01-10,2025-03-05,Torneo,False
75,1303,Evento Evidence,Lead evidence seven my car.,2025-04-23,2025-04-24,Promoción,True
76,1122,Evento For,Practice must speak move successful.,2025-05-12,2025-01-11,Promoción,False
77,415,Evento Force,Draw performance deal Democrat.,2025-02-05,2025-04-29,Torneo,False
78,22,Evento Ball,On business similar.,2025-06-28,2025-05-20,Torneo,False
79,194,Evento Enjoy,Just public themselves use.,2025-02-04,2025-05-20,Promoción,False
80,208,Evento Teacher,Ahead dark meeting difficult lot address budget.,2025-04-26,2025-05-23,Promoción,True
81,60,Evento Series,Watch how ready security.,2025-02-23,2025-03-13,Promoción,True
82,207,Evento Artist,Tough nothing else and know.,2025-02-09,2025-06-07,Promoción,False
83,1314,Evento Change,Sea avoid stuff likely rich film suggest.,2025-02-13,2025-05-08,Torneo,False
84,280,Evento Make,Technology success section court appear do deep knowledge.,2025-05-24,2025-03-06,Torneo,False
85,107,Evento Yet,Body return night born place hard real.,2025-06-23,2025-06-26,Promoción,False
86,375,Evento Hold,Recently music already evening job teach participant.,2025-06-13,2025-01-19,Promoción,False
87,1216,Evento Draw,Evidence stock physical daughter.,2025-01-20,2025-03-06,Promoción,False
88,15,Evento Act,Data view style positive behind director wrong opportunity.,2025-05-05,2025-04-10,Torneo,True
89,1114,Evento Form,Real become edge.,2025-01-13,2025-05-09,Torneo,True
90,910,Evento Quality,Successful even west thank.,2025-05-15,2025-05-08,Torneo,False
91,982,Evento Apply,Week his example low star mention.,2025-02-23,2025-06-18,Torneo,True
92,593,Evento When,Congress thought if really.,2025-05-19,2025-05-27,Torneo,True
93,665,Evento Official,Best cultural organization return read.,2025-06-09,2025-01-02,Torneo,True
94,321,Evento Lead,Senior mind less reveal mission.,2025-03-03,2025-01-09,Torneo,True
95,554,Evento Sense,Create else watch firm.,2025-01-28,2025-02-26,Promoción,True
96,1176,Evento Thought,Actually ball management age reach should out.,2025-03-08,2025-01-27,Torneo,True
97,129,Evento Decide,Help system wife long.,2025-04-22,2025-06-04,Promoción,True
98,193,Evento Price,Not industry production answer.,2025-05-19,2025-02-22,Promoción,True
99,492,Evento Adult,Role somebody might doctor bring rate.,2025-02-24,2025-06-01,Promoción,False
100,776,Evento Voice,Onto today house brother debate sense fall.,2025-01-06,2025-02-08,Promoción,True
101,1408,Evento Suffer,Begin simply bill type education reduce.,2025-01-17,2025-01-27,Promoción,False
102,1136,Evento Onto,Theory far military open course civil almost.,2025-03-18,2025-04-22,Promoción,True
103,273,Evento Respond,Many high nature picture back color lose.,2025-02-01,2025-02-26,Promoción,True
104,579,Evento Manage,Hour picture parent avoid mother lawyer decade.,2025-06-28,2025-06-13,Promoción,True
105,1440,Evento Around,Just hair nature question friend.,2025-06-05,2025-01-29,Promoción,False
106,578,Evento Pm,Second week rise explain take pick establish attack.,2025-03-31,2025-05-18,Promoción,True
107,1273,Evento Main,With stage series every television audience.,2025-06-17,2025-06-30,Promoción,False
108,173,Evento Wide,Teach north station begin occur attention.,2025-06-22,2025-05-09,Torneo,False
109,1051,Evento Condition,Up floor note without.,2025-04-16,2025-03-27,Promoción,True
110,864,Evento Watch,Provide occur help budget into factor surface.,2025-03-22,2025-04-23,Torneo,False
111,1453,Evento Them,Future weight key enter bad line stop military.,2025-03-16,2025-06-08,Promoción,False
112,810,Evento Hand,Through cost test simple.,2025-04-10,2025-02-09,Torneo,True
113,346,Evento Attorney,New page than them treatment war shoulder.,2025-03-26,2025-02-16,Torneo,True
114,105,Evento Score,Protect young center here compare usually give.,2025-04-15,2025-01-08,Torneo,True
115,1031,Evento Official,Buy across pretty.,2025-05-30,2025-01-06,Promoción,True
116,1307,Evento Fact,Kid catch in.,2025-01-31,2025-05-01,Promoción,False
117,583,Evento Break,Time high month then alone fund quickly.,2025-05-08,2025-06-27,Torneo,False
118,1309,Evento Drug,History clear stuff source avoid.,2025-05-24,2025-06-24,Promoción,True
119,1026,Evento Sing,Economic bring young member simple.,2025-06-20,2025-02-25,Torneo,True
120,804,Evento Smile,Leg store all short yard.,2025-06-09,2025-01-30,Promoción,False
121,133,Evento Past,Key staff control idea way war society.,2025-02-06,2025-02-08,Torneo,False
122,74,Evento Economy,Protect work condition trouble.,2025-01-21,2025-02-23,Promoción,False
123,334,Evento Section,Hospital race teacher what something season everybody.,2025-03-15,2025-06-23,Torneo,True
124,51,Evento Accept,Fast just keep yeah especially reflect.,2025-01-05,2025-03-13,Torneo,True
125,185,Evento Space,Especially start every article.,2025-05-10,2025-03-13,Torneo,True
126,697,Evento Toward,Education national support meet know yourself day add.,2025-03-16,2025-01-12,Torneo,False
127,460,Evento Tough,Quickly his different great ahead here.,2025-01-20,2025-03-29,Promoción,False
128,391,Evento Front,Picture call either information.,2025-03-03,2025-01-20,Promoción,True
129,1053,Evento With,Place specific often show easy.,2025-01-22,2025-06-19,Promoción,True
130,870,Evento Seat,Under produce head.,2025-02-07,2025-05-27,Promoción,False
131,331,Evento Save,Dark herself ago Republican husband and.,2025-03-28,2025-03-19,Promoción,False
132,872,Evento Much,Thank safe trade laugh agency.,2025-06-15,2025-06-24,Torneo,True
133,481,Evento Poor,Friend until risk section.,2025-05-04,2025-05-06,Promoción,True
134,672,Evento War,Capital ball seek just fight.,2025-05-07,2025-01-03,Promoción,True
135,667,Evento Arm,Rather painting pay green country such use.,2025-05-11,2025-01-26,Torneo,True
136,993,Evento It,Perform smile usually south practice live worry.,2025-01-15,2025-03-30,Promoción,False
137,282,Evento Director,Admit have whatever seek decade street.,2025-01-28,2025-06-29,Torneo,True
138,824,Evento Per,Join plant current idea task rate lead.,2025-05-14,2025-06-11,Promoción,True
139,387,Evento West,Good author put continue food.,2025-06-07,2025-03-12,Promoción,False
140,679,Evento Tax,Camera staff remain state interesting.,2025-04-18,2025-05-27,Torneo,True
141,1406,Evento Sell,Tough water expert cultural.,2025-03-11,2025-01-07,Promoción,True
142,817,Evento Development,As growth less thousand however bar.,2025-06-22,2025-01-03,Torneo,False
143,1086,Evento Director,Production day even list hundred control grow.,2025-03-04,2025-02-02,Promoción,False
144,1104,Evento Across,Top phone less major station.,2025-01-18,2025-01-06,Torneo,True
145,90,Evento Tree,Southern pull suffer democratic.,2025-06-22,2025-04-20,Torneo,True
146,1441,Evento Different,Trouble report operation more inside page chair.,2025-04-14,2025-02-10,Torneo,True
147,464,Evento Speak,Some open hand about money left.,2025-01-13,2025-04-27,Torneo,True
148,925,Evento Born,Design ability wish including.,2025-04-28,2025-01-07,Torneo,False
149,1087,Evento Effect,Finally place over white position forget.,2025-03-04,2025-06-06,Promoción,True
150,170,Evento Within,Talk attack key price couple poor who.,2025-02-15,2025-04-13,Promoción,True
151,251,Evento Security,Might seat theory material tend on.,2025-03-31,2025-01-20,Torneo,True
152,1012,Evento Town,Local nation role Mrs position.,2025-03-21,2025-06-27,Torneo,True
153,1270,Evento Trip,Story include anything beat mind require.,2025-04-19,2025-02-11,Torneo,False
154,959,Evento Recently,Rich job clearly thousand new nearly ok.,2025-06-09,2025-03-28,Torneo,True
155,975,Evento Region,Authority audience senior watch material.,2025-05-23,2025-04-24,Promoción,False
156,525,Evento Crime,Manage chair economy indeed around stay.,2025-05-28,2025-06-16,Promoción,True
157,60,Evento Position,Line government response state dream light.,2025-06-26,2025-04-06,Torneo,True
158,513,Evento War,Executive then effect century daughter nation.,2025-02-26,2025-03-24,Torneo,True
159,1112,Evento Go,Step activity pattern human.,2025-04-24,2025-02-21,Promoción,False
160,507,Evento Man,Wrong cup marriage management produce sister.,2025-04-18,2025-03-17,Torneo,False
161,430,Evento According,Line heavy but actually.,2025-02-22,2025-04-13,Promoción,True
162,126,Evento Writer,First year view arrive growth bit real author.,2025-03-22,2025-01-04,Torneo,False
163,1196,Evento Bar,See point knowledge establish relate.,2025-06-15,2025-01-25,Promoción,False
164,459,Evento Program,Total support area cell.,2025-02-24,2025-03-12,Promoción,True
165,707,Evento Cell,Firm suddenly crime practice body poor them available.,2025-04-02,2025-01-06,Promoción,False
166,1220,Evento Year,Sort Congress can people property run.,2025-05-04,2025-04-11,Torneo,True
167,1453,Evento Movement,Condition accept end PM.,2025-05-15,2025-05-27,Promoción,False
168,173,Evento Born,Suffer gas occur.,2025-04-18,2025-04-07,Promoción,False
169,737,Evento Apply,Culture seat water beyond.,2025-01-11,2025-06-21,Torneo,True
170,1248,Evento Sit,Education north individual.,2025-04-15,2025-01-05,Promoción,False
171,93,Evento Mind,Big member party free.,2025-06-04,2025-05-26,Torneo,True
172,1479,Evento Market,Contain skin lead TV choice.,2025-03-01,2025-03-10,Torneo,False
173,1376,Evento Would,Foot buy memory job edge traditional.,2025-01-24,2025-03-08,Torneo,True
174,143,Evento Student,Only rather fight painting available.,2025-02-13,2025-02-17,Promoción,True
175,342,Evento Way,Model interest item life hundred visit career.,2025-02-08,2025-02-27,Torneo,True
176,521,Evento Quality,Above avoid thank goal far collection.,2025-05-02,2025-05-10,Promoción,True
177,323,Evento Husband,Both across answer whatever author.,2025-03-20,2025-05-02,Promoción,False
178,170,Evento Discussion,Table station personal finish process town.,2025-05-10,2025-02-23,Promoción,False
179,498,Evento Identify,Sort door body also long.,2025-01-01,2025-06-28,Promoción,True
180,678,Evento Next,And fast head range democratic behind.,2025-03-22,2025-02-18,Torneo,False
181,113,Evento Stuff,Any true make yet anything at.,2025-03-21,2025-01-26,Torneo,True
182,1479,Evento But,Of maintain its report around safe.,2025-04-16,2025-03-31,Promoción,True
183,13,Evento Me,Agreement involve story laugh many.,2025-04-03,2025-04-20,Torneo,False
184,838,Evento Window,Month walk six second somebody yeah human per.,2025-05-22,2025-06-25,Torneo,False
185,1373,Evento Decade,Management small present read conference.,2025-01-26,2025-01-23,Promoción,True
186,1154,Evento Film,Easy glass room long arm.,2025-02-02,2025-04-25,Promoción,True
187,1097,Evento Reveal,Skin management again fall just age bad.,2025-02-09,2025-02-13,Torneo,True
188,700,Evento And,Edge force floor school each other standard.,2025-06-08,2025-04-25,Torneo,False
189,593,Evento Official,City product it upon people wonder computer.,2025-05-14,2025-03-31,Torneo,True
190,823,Evento Section,Administration key own machine.,2025-03-12,2025-01-15,Promoción,False
191,1044,Evento Century,So hand step place police role.,2025-06-13,2025-06-02,Promoción,False
192,268,Evento Since,Team final quite tax learn how.,2025-05-31,2025-03-10,Torneo,True
193,543,Evento Range,Decision film list.,2025-04-25,2025-04-01,Promoción,True
194,400,Evento Environment,Woman knowledge leave clearly upon population increase fire.,2025-03-02,2025-03-18,Promoción,False
195,426,Evento Still,Save whatever wear thought high before.,2025-03-16,2025-03-27,Torneo,True
196,642,Evento Bad,Great fund simply pretty interview purpose term.,2025-01-13,2025-04-02,Torneo,True
197,483,Evento Collection,Crime become push my.,2025-05-23,2025-05-07,Promoción,True
198,496,Evento Way,Different letter behind manage owner yes senior.,2025-06-07,2025-05-28,Promoción,True
199,575,Evento Base,Model sign partner training approach lead when.,2025-06-17,2025-03-19,Torneo,True
200,370,Evento Trial,Force brother back generation pass drug.,2025-05-10,2025-02-14,Promoción,False
201,1056,Evento Drug,Red opportunity shoulder edge loss expert go.,2025-04-04,2025-02-24,Torneo,False
202,342,Evento Customer,Coach word where.,2025-05-14,2025-01-13,Promoción,False
203,1247,Evento Present,Look institution Mrs front return local.,2025-03-08,2025-02-01,Promoción,False
204,54,Evento Many,Teacher break newspaper few.,2025-06-17,2025-03-16,Promoción,True
205,894,Evento Board,Thank take paper house source.,2025-02-09,2025-04-19,Torneo,False
206,481,Evento Important,Recently strong see student necessary price.,2025-05-01,2025-05-19,Torneo,True
207,278,Evento Detail,Lay hundred product energy whether.,2025-06-04,2025-03-20,Torneo,False
208,870,Evento Investment,Respond drop enter still.,2025-01-07,2025-01-12,Torneo,True
209,600,Evento Economic,Far yes owner choice.,2025-06-11,2025-04-29,Promoción,True
210,728,Evento President,Travel already out least despite minute.,2025-03-02,2025-03-05,Promoción,False
211,800,Evento Finish,Heart certainly matter under course.,2025-02-21,2025-06-24,Torneo,True
212,630,Evento Produce,Nation some follow its involve machine.,2025-03-09,2025-02-19,Torneo,False
213,934,Evento Near,Politics another risk example just score energy.,2025-05-15,2025-02-14,Torneo,True
214,1359,Evento Hard,Marriage man recent method test drop choose.,2025-03-26,2025-02-21,Promoción,True
215,1074,Evento Idea,Address study during sense to draw certainly.,2025-01-21,2025-03-27,Torneo,False
216,401,Evento Maybe,Left section watch hospital.,2025-05-09,2025-04-08,Torneo,False
217,741,Evento Easy,Draw special high available deal discuss clearly.,2025-06-29,2025-02-17,Promoción,True
218,1497,Evento Be,Above business use everybody.,2025-05-06,2025-05-19,Promoción,False
219,900,Evento Kind,Believe everybody social better scientist door clearly.,2025-01-29,2025-02-14,Promoción,False
220,885,Evento Field,Official tonight often control production throw.,2025-01-05,2025-05-23,Torneo,False
221,816,Evento Indicate,Material final service.,2025-01-03,2025-03-09,Promoción,True
222,1289,Evento Finish,Fish station our today PM create.,2025-03-29,2025-05-24,Torneo,True
223,86,Evento Money,Bag suddenly effort green fear television.,2025-01-23,2025-04-09,Promoción,True
224,135,Evento Maintain,Mention nothing choice road.,2025-03-10,2025-04-05,Torneo,True
225,1469,Evento Education,True seem present key.,2025-03-31,2025-06-17,Torneo,True
226,1390,Evento Imagine,Bed into share science across trade.,2025-01-26,2025-06-05,Promoción,False
227,1134,Evento Wall,Tend else free memory.,2025-03-20,2025-03-23,Torneo,False
228,1084,Evento Wide,Alone professor relate Congress market somebody.,2025-03-12,2025-02-14,Torneo,False
229,186,Evento Boy,Newspaper simply art effect reduce determine.,2025-04-03,2025-05-25,Torneo,False
230,98,Evento Cultural,Certainly piece city policy.,2025-04-27,2025-04-05,Promoción,False
231,1302,Evento Away,Final boy address miss center sense blue.,2025-01-02,2025-01-15,Promoción,True
232,704,Evento Institution,Eye necessary friend remain large.,2025-02-13,2025-02-16,Promoción,True
233,754,Evento Audience,Money in hotel executive skill room partner.,2025-06-21,2025-01-20,Promoción,True
234,779,Evento It,Strong theory involve support road bag sure.,2025-04-08,2025-04-12,Torneo,False
235,838,Evento Office,Ten if among huge kid.,2025-01-23,2025-01-17,Torneo,True
236,223,Evento Real,Factor your across let evening vote together.,2025-03-04,2025-01-22,Torneo,True
237,659,Evento Important,Born produce when others world mission serve lay.,2025-03-20,2025-06-03,Promoción,False
238,29,Evento Magazine,Accept quite prove car believe.,2025-01-04,2025-01-26,Torneo,False
239,659,Evento His,Conference about still pick.,2025-01-28,2025-06-13,Torneo,True
240,300,Evento Career,Build outside film great return loss strategy.,2025-02-19,2025-02-09,Torneo,True
241,1418,Evento She,Wish both interesting soon identify seem.,2025-02-09,2025-03-28,Promoción,True
242,383,Evento Today,Probably price policy.,2025-06-29,2025-06-03,Torneo,True
243,532,Evento Question,Cultural the authority treatment.,2025-06-16,2025-03-22,Promoción,False
244,1394,Evento Thing,Term fact service loss like.,2025-06-12,2025-01-27,Torneo,True
245,681,Evento Under,Smile rise light statement employee.,2025-03-15,2025-05-29,Promoción,True
246,65,Evento Art,Human get toward class.,2025-05-09,2025-04-22,Torneo,True
247,263,Evento Maybe,Toward human movement late financial stage market.,2025-03-27,2025-05-11,Promoción,True
248,1359,Evento Type,Everything these present yet trouble much throw.,2025-04-28,2025-04-15,Torneo,True
249,777,Evento Seat,Direction necessary admit management lead manager he.,2025-03-09,2025-01-21,Torneo,False
250,65,Evento Send,Instead speech human together travel industry.,2025-03-25,2025-06-03,Promoción,True
251,1371,Evento Air,Mother and seem special people.,2025-02-15,2025-06-30,Promoción,False
252,1088,Evento Our,Grow provide foreign front once we final reduce.,2025-03-17,2025-02-17,Promoción,False
253,1484,Evento Cost,Movement perhaps crime think special break reduce.,2025-05-05,2025-01-06,Promoción,False
254,319,Evento Professor,Air not will fall only.,2025-02-16,2025-04-14,Promoción,True
255,888,Evento Himself,Loss share final general trade appear garden.,2025-03-06,2025-01-21,Torneo,False
256,1284,Evento Whose,Manager science off decide science.,2025-02-12,2025-04-18,Torneo,True
257,638,Evento About,Position professor well be left.,2025-02-07,2025-05-18,Promoción,False
258,1229,Evento Movement,Situation every here similar.,2025-02-24,2025-02-28,Torneo,False
259,944,Evento Quality,Hotel culture country.,2025-02-17,2025-03-30,Torneo,False
260,431,Evento Five,World single poor water.,2025-06-26,2025-04-12,Torneo,True
261,42,Evento South,Chair phone guess.,2025-02-20,2025-01-12,Torneo,True
262,146,Evento Whom,Property reflect find force herself continue present.,2025-04-21,2025-01-12,Torneo,True
263,588,Evento Analysis,Detail message crime.,2025-06-16,2025-03-28,Promoción,False
264,1430,Evento Choice,Push director card time.,2025-05-06,2025-01-02,Promoción,True
265,63,Evento Always,Military indicate sometimes training agree spend court activity.,2025-05-05,2025-01-10,Promoción,False
266,1228,Evento Food,Participant hot travel program.,2025-02-24,2025-06-29,Torneo,False
267,300,Evento For,Among whatever teach my wall.,2025-02-26,2025-04-20,Promoción,False
268,1026,Evento Wall,More store anything oil.,2025-01-15,2025-01-14,Promoción,True
269,1015,Evento Sign,Health every not meeting.,2025-05-16,2025-05-23,Promoción,True
270,377,Evento Price,Citizen brother politics admit price listen.,2025-06-18,2025-01-06,Torneo,True
271,1163,Evento Smile,Respond thought result.,2025-04-22,2025-02-09,Torneo,True
272,1354,Evento Though,Similar never phone close meet drop.,2025-02-03,2025-04-27,Promoción,True
273,1060,Evento Position,Shoulder prevent off there front whom need.,2025-02-13,2025-01-07,Torneo,True
274,1369,Evento Yeah,Pressure list bit decide.,2025-03-22,2025-01-03,Promoción,True
275,1011,Evento Just,Clearly agree smile usually age sing.,2025-06-12,2025-03-31,Torneo,True
276,98,Evento Direction,Senior box look wait method.,2025-06-29,2025-04-04,Torneo,False
277,287,Evento Field,Month carry write consider office.,2025-03-07,2025-06-20,Promoción,False
278,720,Evento Perhaps,Name board a campaign eye.,2025-04-04,2025-01-05,Torneo,False
279,998,Evento Late,Hour employee cultural follow history power.,2025-06-04,2025-02-26,Promoción,True
280,1286,Evento Movie,Today nature identify pass system ground force.,2025-01-01,2025-04-17,Torneo,False
281,1135,Evento Very,Now find street poor avoid down.,2025-05-25,2025-02-26,Torneo,False
282,761,Evento Knowledge,Senior among kid camera sometimes themselves difference.,2025-02-10,2025-03-25,Torneo,True
283,806,Evento Health,Beautiful service great imagine pattern bill.,2025-04-10,2025-04-27,Torneo,True
284,761,Evento History,Teach that authority room reflect.,2025-06-23,2025-01-22,Torneo,False
285,744,Evento Site,Become visit brother value tax record.,2025-01-16,2025-04-13,Torneo,True
286,969,Evento Throughout,Animal security same then case necessary.,2025-03-29,2025-05-26,Promoción,False
287,932,Evento Kitchen,Wait size behind factor son rule.,2025-02-21,2025-04-16,Torneo,True
288,1024,Evento Building,Both kid never house.,2025-01-14,2025-02-12,Torneo,True
289,1160,Evento Station,Have into manage everybody her area spend.,2025-01-07,2025-06-04,Torneo,True
290,372,Evento Himself,Company particularly look eat central activity quickly heart.,2025-04-01,2025-01-02,Torneo,True
291,846,Evento Perform,Truth old situation threat hard.,2025-03-01,2025-02-11,Promoción,False
292,265,Evento Adult,Everybody economy all.,2025-05-02,2025-04-29,Torneo,True
293,438,Evento Although,Real rock yourself you throw marriage feeling.,2025-05-18,2025-06-21,Promoción,False
294,453,Evento Player,Mean resource rock lay.,2025-03-23,2025-03-25,Torneo,True
295,1098,Evento Get,Dog how example degree.,2025-06-18,2025-02-18,Promoción,False
296,1171,Evento Among,Heavy candidate walk effect pass election.,2025-05-21,2025-06-20,Promoción,True
297,692,Evento However,Language key thousand worker.,2025-02-15,2025-02-28,Torneo,True
298,253,Evento Cost,Just while itself describe.,2025-05-12,2025-04-30,Promoción,False
299,856,Evento Appear,Thought half this yard.,2025-05-24,2025-01-26,Promoción,True
300,1311,Evento Girl,Study firm his get.,2025-03-13,2025-02-06,Promoción,False
301,936,Evento Campaign,Protect list these indeed attorney subject itself.,2025-06-30,2025-03-20,Torneo,False
302,900,Evento Successful,Water nature property west within choose.,2025-03-07,2025-05-07,Promoción,False
303,841,Evento Six,Side let point direction commercial.,2025-03-13,2025-03-06,Torneo,False
304,392,Evento Food,Will along certain receive.,2025-01-22,2025-02-07,Torneo,True
305,1322,Evento Need,Maintain half generation shake.,2025-05-09,2025-04-16,Torneo,True
306,121,Evento Collection,Wide economy alone.,2025-05-19,2025-04-09,Torneo,False
307,1160,Evento Tree,Car structure cut realize fish.,2025-06-20,2025-06-21,Promoción,True
308,674,Evento Firm,Nice market have help behavior water.,2025-02-20,2025-03-13,Torneo,False
309,1375,Evento Clearly,Inside song star so sense current.,2025-02-26,2025-06-04,Torneo,False
310,598,Evento Fund,Science growth most difference most arrive run.,2025-05-25,2025-05-15,Promoción,False
311,961,Evento Guess,Never author sort who recently involve.,2025-03-03,2025-06-21,Torneo,False
312,196,Evento West,Condition song upon season relate card.,2025-06-27,2025-01-18,Promoción,True
313,280,Evento Debate,Within table my specific hour.,2025-03-14,2025-01-29,Torneo,False
314,772,Evento Beyond,They business form right.,2025-03-26,2025-02-13,Promoción,True
315,23,Evento Trouble,Relationship walk size scene my within near.,2025-01-10,2025-06-06,Promoción,False
316,181,Evento Possible,Necessary whom report artist.,2025-04-03,2025-03-19,Promoción,True
