objeto_id,id_videojuego,usuario_id,nombre,descripcion,a_la_venta
48,628,40,Objeto Hour,Play discussion add feel wide.,True
49,321,950,Objeto Better,He boy eight ten certain forget.,False
50,988,1871,Objeto Politics,Piece either ball you role method treatment.,True
51,819,691,Objeto Realize,Political note growth deal physical keep become.,True
52,428,1530,Objeto Value,Produce training choose cover.,True
53,1490,1269,Objeto Create,Strong while reach natural rich.,True
54,1490,1718,Objeto Determine,Money me person discussion.,False
55,470,1627,Objeto Though,Catch box picture every hour nothing.,True
56,687,1605,Objeto Us,Event market identify worry issue return finally.,True
57,289,1001,Objeto Cut,Effort strategy should market buy indeed quality little.,False
58,1435,1773,Objeto Within,Writer check prove remember smile out movement.,False
59,25,234,Objeto Speech,Seat know seem lay.,True
60,956,890,Objeto Candidate,Technology play difficult them.,False
61,1279,1371,Objeto Program,Management cut recently both off order already.,False
62,95,787,Objeto Under,Security attack only air.,True
63,918,1226,Objeto Doctor,Agreement thousand particular cultural left.,True
64,671,1578,Objeto Born,Business enough show machine light film.,False
65,1437,1543,Objeto Kid,Cause exist piece church.,True
66,368,351,Objeto Avoid,Church sound month couple over.,False
67,890,1653,Objeto Tax,Once could pick treatment message.,True
68,196,1980,Objeto House,Mrs opportunity relationship wear probably.,False
69,618,1355,Objeto Onto,Month admit role true simply.,False
70,431,1299,Objeto Off,Food drive manager compare stay.,True
71,489,1716,Objeto Radio,Consumer response event would feeling already.,True
72,56,1181,Objeto Western,Across sign beautiful next hit whatever.,False
73,947,1882,Objeto Among,Wait fall my.,True
74,671,1850,Objeto Energy,Meeting social economy everything operation realize blue.,True
75,544,265,Objeto Life,Those lose range police cost.,True
76,1352,1198,Objeto Without,Bed clear to pick worry summer we.,False
77,1400,127,Objeto Art,Skill perhaps moment chance believe campaign.,True
78,569,105,Objeto Daughter,I smile response forget mention.,False
79,1153,532,Objeto Left,Everyone all radio group.,True
80,1196,1561,Objeto Tonight,Edge popular learn.,True
81,770,841,Objeto Conference,Goal animal behavior detail least end task.,False
82,754,1212,Objeto Rise,There me long mind set practice.,False
83,1439,211,Objeto Happen,Politics eye dog she traditional.,True
84,1175,630,Objeto Leave,Itself perhaps energy difficult find offer.,True
85,324,1135,Objeto Describe,Give impact east policy.,False
86,1361,1084,Objeto Anything,Seat any structure agreement bit budget teach adult.,True
87,872,344,Objeto Standard,While reveal believe probably.,False
88,309,1266,Objeto He,Defense business be beautiful truth spring have.,True
89,1177,908,Objeto Tell,Responsibility easy land there these music other.,False
90,1106,1513,Objeto Couple,Western present family face fast capital.,False
91,352,1307,Objeto Spring,For the high involve sport try.,True
92,1443,127,Objeto End,Total western usually investment performance.,False
93,836,1603,Objeto Police,Information hard happy society community media forget.,False
94,530,1567,Objeto Anything,Five subject toward success.,False
95,735,1170,Objeto Minute,Up finally fast wait.,True
96,702,790,Objeto Administration,Herself mission enter chair someone prevent education.,True
97,404,1989,Objeto Three,Owner much population south left pattern month.,False
98,1432,1569,Objeto Stuff,Modern lot after shake check believe.,True
99,1382,1181,Objeto Degree,Already try simple imagine bed.,False
100,706,1040,Objeto Order,Investment result step dinner glass size any magazine.,True
101,1222,505,Objeto However,Just soon anyone training play Democrat.,False
102,306,1430,Objeto Check,Sit from various movement source check imagine single.,False
103,184,1894,Objeto Bring,Model include capital need citizen rather green.,False
104,993,1815,Objeto Practice,Police subject nation hospital blood phone staff.,True
105,816,1731,Objeto Meet,Tell and another upon between.,False
106,840,1440,Objeto Now,Different compare respond per democratic prepare each.,False
107,83,1837,Objeto Series,Material south truth drug activity another woman.,True
108,1165,1689,Objeto Same,Particular commercial scene thing performance.,False
109,227,1168,Objeto History,Cause ball relationship always mother watch beat.,False
110,1172,454,Objeto Turn,My enjoy everything bit defense.,True
111,810,752,Objeto Dream,Someone evening technology lead main keep finally.,False
112,1466,1869,Objeto Simply,Everything may receive.,True
113,338,1000,Objeto Option,Population thus suffer now ahead hospital.,False
114,149,662,Objeto Current,Mind subject television certainly focus.,True
115,78,1259,Objeto Own,Budget natural similar mean happen amount.,False
116,1471,83,Objeto Stage,Easy it detail fall beat.,False
117,539,1212,Objeto Guy,Girl follow drop local I yeah model.,False
118,1111,135,Objeto Rule,Hold western wall keep company.,False
119,185,1100,Objeto List,Soon weight audience.,True
120,1039,1753,Objeto Friend,Recent expert bit everyone leave.,False
121,189,826,Objeto Behavior,Drive among scene wait personal.,False
122,1073,1504,Objeto Four,More final sit capital.,True
123,1352,739,Objeto Factor,Management hospital heavy his mention.,True
124,1038,1320,Objeto Word,Until I throw second analysis.,False
125,1029,1480,Objeto Local,Effort stage fear want item city around feeling.,False
126,1074,1048,Objeto Maybe,Himself his school theory also seek adult.,False
127,401,75,Objeto Man,Fly instead report.,True
128,114,597,Objeto Box,Half force score form.,False
129,1068,777,Objeto Piece,Call Mrs care.,False
130,683,848,Objeto Card,Book everything enjoy despite Democrat discussion we.,False
131,233,1733,Objeto Other,Although perform music although many.,False
132,931,598,Objeto Choose,Place food religious evening.,False
133,1500,1602,Objeto Data,If how debate offer rule trouble.,True
134,13,1159,Objeto Finish,Spend mouth officer close best off security meet.,False
135,829,1738,Objeto Peace,History Mr region traditional.,True
136,1315,877,Objeto Administration,Third purpose must board clear wear usually.,True
137,641,1615,Objeto Low,This marriage value pretty moment woman.,False
138,977,1795,Objeto Country,Apply born point but ready.,True
139,801,927,Objeto Student,Begin own buy sell maybe often.,True
140,22,1363,Objeto Ready,Cause bed true to.,True
141,1099,1087,Objeto Rise,Age model glass consumer enter nearly.,True
142,1075,429,Objeto Week,Recognize growth resource street.,False
143,602,1042,Objeto When,Will gas property list must job.,False
144,499,1994,Objeto Person,Forget pass born source never begin.,True
145,393,1545,Objeto Your,Design only me author prevent sea development.,True
146,761,442,Objeto Look,Receive technology stay network religious bag heart thought.,False
147,1108,748,Objeto Who,System generation energy paper front.,False
148,1341,1381,Objeto Field,Medical process act fear south.,True
149,186,1911,Objeto Let,Threat nature people operation.,False
150,1151,537,Objeto Degree,Smile drop never station plan instead.,False
151,820,227,Objeto Under,Bank quite remember national public save.,False
152,956,1235,Objeto Course,Republican him significant east these.,False
153,751,1157,Objeto Partner,Today million paper data throughout foot free.,True
154,1323,1582,Objeto Other,Add simply fire customer candidate might indicate discuss.,False
155,1249,536,Objeto Need,Avoid marriage ready likely nearly car pretty.,True
156,535,90,Objeto Major,Its always however necessary environment.,False
157,1357,1735,Objeto Station,Much standard card race charge.,True
158,141,463,Objeto Almost,Situation camera information.,False
159,272,1589,Objeto Cover,Test appear general green heart.,False
160,415,767,Objeto Attorney,Avoid health recognize.,False
161,535,711,Objeto Be,Technology activity explain human perform.,True
162,998,341,Objeto Medical,Audience Mrs increase relationship decision clear.,False
163,311,48,Objeto Hour,Standard nothing stuff then perform always.,False
164,776,1457,Objeto Too,Street agreement growth standard.,True
165,80,1668,Objeto Safe,Great road candidate about time.,False
166,803,1152,Objeto Value,Part ten budget.,True
167,398,687,Objeto Board,Worry water mouth factor.,False
168,797,787,Objeto Chair,Practice view public true stay.,False
169,560,457,Objeto Assume,Happy section enough.,False
170,661,1620,Objeto Century,Music hard at take.,False
171,1182,648,Objeto From,Discuss follow write against.,True
172,1263,30,Objeto Want,Financial us guy decade trade community.,True
173,1449,1831,Objeto Score,Usually billion all page hand agency.,False
174,346,72,Objeto Thousand,Financial drive yourself race despite energy president instead.,True
175,779,1169,Objeto Phone,Fish truth level hundred draw story.,True
176,344,1216,Objeto Front,Buy others huge team visit particularly condition market.,False
177,236,1295,Objeto Letter,Five wind similar remember.,False
178,392,552,Objeto Staff,Away sense everyone let success until just.,True
179,1488,733,Objeto Past,Enter not number.,True
180,1114,267,Objeto Describe,Brother sense might thank available red discuss.,True
181,1183,122,Objeto Special,For close staff thank.,True
182,779,1923,Objeto Walk,Four common act two.,True
183,540,1650,Objeto Challenge,Themselves trade may every call each spring.,False
184,985,648,Objeto Deal,Account term have arrive.,False
185,1412,982,Objeto Game,Start morning toward contain base.,False
186,1126,220,Objeto Concern,Outside capital move fast place.,False
187,1266,204,Objeto Food,Suffer source meeting push.,False
188,93,1363,Objeto Often,Because after movie body.,True
189,1095,1813,Objeto Carry,See shoulder board.,True
190,99,1798,Objeto Suffer,Political worry each have.,True
191,952,670,Objeto Right,Ready century community over.,False
192,1076,1599,Objeto Forget,Computer data human issue.,False
193,968,594,Objeto Bring,Work key thought single arm guy effort walk.,False
194,1179,669,Objeto Major,This war boy oil most community.,True
195,855,809,Objeto Imagine,Authority small allow keep add have especially.,True
196,279,1492,Objeto Fly,Later event mention nice some war.,False
197,1278,1193,Objeto Base,Ago sense operation wrong type.,True
198,593,1115,Objeto Agreement,Live fast guess vote generation million down.,False
199,389,989,Objeto Politics,Note else picture.,False
200,715,1417,Objeto Religious,Color activity against set beyond.,False
201,850,377,Objeto Party,Together technology east sing.,True
202,1402,1984,Objeto Moment,Sport half deal military window catch.,False
203,961,129,Objeto Power,Small family program cultural institution.,True
204,528,1236,Objeto Party,Nor tonight black true ok air that.,False
205,432,243,Objeto Result,Paper available nothing our its large list.,False
206,1179,1326,Objeto Green,Employee field even apply employee second decision he.,True
207,943,1250,Objeto Building,Eight focus once follow task.,True
208,1189,521,Objeto Significant,Large media magazine old thus career hour.,True
209,1409,1609,Objeto First,Least dream call get better western provide.,False
210,836,789,Objeto Factor,Win section new young.,False
211,640,7,Objeto May,Radio for foreign recently cell decade.,True
212,533,819,Objeto Put,Between be public.,True
213,1470,1543,Objeto Fly,Everything age sport pick way movement response.,True
214,733,2,Objeto Fall,With then remain step matter reveal direction.,True
215,899,667,Objeto Bar,Dinner they impact provide claim.,True
216,1070,1319,Objeto Spring,Son report idea draw.,True
217,117,1499,Objeto Enter,Simply before relationship myself be smile.,False
218,785,1835,Objeto Region,Base often admit.,False
219,780,1689,Objeto Size,Popular control believe Democrat administration benefit two.,False
220,1311,319,Objeto Effort,Could class store day discussion school make.,True
221,30,1259,Objeto Trouble,Charge together identify difference.,False
222,690,432,Objeto Could,Scene until including bank page.,False
223,737,1669,Objeto Machine,Beat hard truth real.,False
224,1165,907,Objeto Republican,Dinner order commercial continue assume night town.,True
225,101,935,Objeto Able,Build involve character.,False
226,457,661,Objeto Require,Church most art key production.,True
227,981,659,Objeto General,Hope behind traditional.,False
228,85,1686,Objeto Growth,Clear push so other quickly.,False
229,1456,1197,Objeto Pull,Item camera table this.,False
230,723,513,Objeto Small,Hold though husband structure why your save.,False
231,911,1174,Objeto Statement,Even senior surface technology table particularly skill.,False
232,1090,1081,Objeto Section,Continue west great court sing boy hundred.,True
233,190,1152,Objeto Sense,Morning coach dream close raise family we.,True
234,1279,518,Objeto Long,Religious everyone might ahead rise.,False
235,559,181,Objeto Carry,Herself forget happy dark word lead situation.,True
236,369,407,Objeto Although,Each doctor letter watch group.,False
237,367,444,Objeto Term,Nor cause these language fund level.,False
238,783,396,Objeto Democratic,Reason ability take past answer.,True
239,1486,1906,Objeto Product,Unit control he.,False
240,958,1479,Objeto College,And society beautiful mission behavior want.,True
241,1076,1364,Objeto Image,Help oil if agree behavior.,False
242,354,290,Objeto Its,Already middle make home certain law.,False
243,1303,414,Objeto Guess,By live food according various industry.,True
244,1420,847,Objeto Side,Reason though job offer.,True
245,376,326,Objeto Professor,Thing energy our major whom.,False
246,232,36,Objeto Scientist,At article loss up share.,False
247,773,56,Objeto Ask,Put I ball environment hour letter.,True
248,71,383,Objeto Notice,Much range they Congress.,True
249,401,127,Objeto Feeling,Trial phone different up state as.,False
250,1027,993,Objeto Thing,Return direction doctor.,False
251,40,1341,Objeto Manage,Board game pull power him game guess.,True
252,1463,1278,Objeto None,Deal hotel along order final lead practice.,False
253,1201,512,Objeto At,Campaign either kid expect news.,True
254,1265,481,Objeto Magazine,Several explain wife ok check.,True
255,129,1301,Objeto Trouble,After kid involve friend thing memory.,False
256,760,90,Objeto Window,Anyone occur general every relationship actually.,False
257,1334,325,Objeto Thought,Hit respond create end.,False
258,1294,318,Objeto Close,Team response part.,True
259,385,1773,Objeto Detail,Quickly small prove process writer go entire.,False
260,1083,633,Objeto Remain,Computer charge head bag form ability.,False
261,35,1018,Objeto Manage,Ability then certain current strong glass relationship although.,False
262,1146,603,Objeto Manage,Everyone compare gas either follow.,False
263,404,1254,Objeto Certain,Lot way food hundred.,False
264,1227,162,Objeto Report,Stand size early middle teach.,False
265,619,39,Objeto Tonight,Learn center material ten trip.,True
266,212,34,Objeto Southern,Believe step Mrs step direction wall.,True
267,301,1282,Objeto Trouble,Teach purpose item million.,True
268,607,361,Objeto Clearly,Suffer if before decide coach music.,True
269,1269,457,Objeto Approach,Rise affect sound lot nation score service dream.,True
270,936,1414,Objeto Half,Deal reality wear.,True
271,750,1690,Objeto Expert,Suddenly have development.,False
272,949,508,Objeto He,Wind door wait with whose.,False
273,792,1268,Objeto Research,Soldier others voice floor system trial of.,False
274,980,152,Objeto Course,Cultural dog woman she court whatever much.,True
275,1160,1957,Objeto Would,Surface ten represent happy eat past picture.,True
276,936,85,Objeto Well,Drive election bit she amount world reflect happy.,True
277,533,1470,Objeto Today,Reason hand this true.,True
278,805,1932,Objeto Simple,Second one record door during feel wall.,False
279,1064,830,Objeto Artist,Indeed keep statement rich.,False
280,1172,768,Objeto Write,Upon kind it after challenge.,True
281,1252,1958,Objeto Time,Remember movie necessary president she.,True
282,1288,1900,Objeto Oil,Turn brother everyone decision management.,True
283,1382,1717,Objeto Sort,Throughout discussion notice they someone ever.,True
284,1318,1020,Objeto Difference,Our movement page their boy.,True
285,859,1241,Objeto Opportunity,More cold radio paper mouth nothing possible.,True
286,472,1974,Objeto Sign,Power hold forward admit.,False
287,733,92,Objeto Loss,If study phone pick cultural.,False
288,247,59,Objeto Could,Find pay talk head century local sister.,False
289,1389,342,Objeto Rather,Health its there appear.,True
290,670,1963,Objeto Organization,About budget whether opportunity necessary crime pick instead.,False
291,66,506,Objeto Summer,Drug knowledge significant social fill hope.,True
292,1373,1258,Objeto Whom,Those environmental involve amount sister own.,False
293,231,1148,Objeto Soldier,Every point garden high difference pressure every.,False
294,569,1509,Objeto Admit,Support rock back sort either financial collection keep.,False
295,517,1763,Objeto Stay,Pattern sport each meet instead chance.,True
296,72,1863,Objeto Anything,Travel series factor benefit which support suggest easy.,False
297,679,858,Objeto Arm,Store air market form western idea significant customer.,False
298,340,1896,Objeto With,Amount should cell.,False
299,1132,215,Objeto Prepare,Leader professor agency represent memory tree.,True
300,688,1295,Objeto Trade,Nothing include score month student like wear.,False
301,764,1470,Objeto High,House member enjoy vote success to goal.,False
302,693,1440,Objeto Three,Better during kind network.,True
303,1083,1101,Objeto Single,Lawyer fund force among mother part.,False
304,282,1734,Objeto Success,Culture realize open onto south.,False
305,1482,481,Objeto Body,Number term be movie indicate build.,False
306,1299,285,Objeto Some,Behavior black history tough not sometimes president.,False
307,172,297,Objeto Direction,Coach bring national.,False
308,191,566,Objeto Follow,Woman consider husband claim.,True
309,32,951,Objeto Fight,Good including magazine.,True
310,117,720,Objeto Hold,International change song above civil.,True
311,846,1447,Objeto Those,Positive station score commercial.,False
312,63,966,Objeto Specific,Rate assume special trip discover second.,True
313,1404,172,Objeto Forget,Oil recent investment cost training.,True
314,395,689,Objeto Shoulder,Common what energy system model around direction early.,False
315,330,1455,Objeto Reduce,Human woman else already.,True
316,1327,1868,Objeto Cup,Section item get power force college.,False
317,74,920,Objeto Thousand,Resource me later water receive rather.,True
318,1166,938,Objeto Say,Special article trade know ball at.,False
319,123,350,Objeto Quickly,Someone town decide husband family.,False
320,348,1073,Objeto Leave,Product let know.,True
321,504,1267,Objeto Share,Still market several their above fact agree.,False
322,301,407,Objeto Not,Growth ever citizen spring site task know back.,False
323,1248,954,Objeto Different,Population boy simple parent guess wonder risk describe.,True
324,345,1956,Objeto Power,Government turn could skin poor east during together.,False
325,844,1963,Objeto Follow,Arm education four friend law environmental to.,True
326,1367,256,Objeto Performance,Order specific ground.,False
327,755,960,Objeto Live,Political trip nearly summer.,False
328,204,733,Objeto Political,Up real matter speech admit development amount avoid.,True
329,935,1717,Objeto Turn,Another final force moment.,False
330,607,1318,Objeto Someone,Town many indicate team risk.,True
331,586,1377,Objeto The,Risk personal back agreement no.,True
332,846,215,Objeto Most,Family poor instead security.,True
333,1183,1720,Objeto Early,Like never radio real.,True
334,222,1407,Objeto Reduce,Popular such give very board war investment finally.,True
335,371,1296,Objeto Camera,Many ball often study.,True
336,1212,834,Objeto Many,Relationship citizen performance threat near position what.,False
337,628,1479,Objeto Course,Light fact likely.,True
338,934,127,Objeto Big,Mean report else back.,True
339,935,948,Objeto So,Couple oil measure movement degree.,True
340,183,281,Objeto Describe,Senior white professor shake full by most.,False
341,1170,851,Objeto How,Later where region.,False
342,327,1245,Objeto Provide,Professor no conference image lawyer factor artist success.,True
343,644,659,Objeto Education,Sing just behavior almost nation note risk.,False
344,317,1561,Objeto Middle,Day card turn plan thought adult.,False
345,338,1388,Objeto Figure,Process meeting yeah very relate.,False
346,1317,1527,Objeto Any,Past fund article author.,True
347,467,1326,Objeto Detail,News computer general notice much weight.,False
348,62,922,Objeto Poor,Doctor let require painting individual grow.,True
349,1481,518,Objeto Interesting,People near bed.,False
350,62,1161,Objeto They,Simple about smile child draw.,False
351,152,348,Objeto New,Off pressure leader professor no or.,False
352,189,1894,Objeto Cultural,College article usually answer.,True
353,406,1339,Objeto Star,Great pay science she.,False
354,538,298,Objeto Late,Campaign upon month strategy shoulder condition side.,False
355,1455,1861,Objeto Significant,Be send close dinner.,False
356,1476,1713,Objeto Art,Film human conference during chance everything girl.,True
357,818,415,Objeto Next,Large support remain kid.,False
358,817,1820,Objeto Exist,Side also tree.,True
359,55,1672,Objeto Return,Official allow live.,True
360,953,747,Objeto Must,Market race Mrs challenge research surface million.,True
361,814,892,Objeto Loss,Various area central month.,True
362,190,1944,Objeto Voice,Scientist may outside agency expect time good.,False
363,1101,415,Objeto Edge,Military that decide experience.,True
364,764,957,Objeto Since,Team boy social billion.,True
365,1009,1780,Objeto Participant,Generation good service explain nothing.,True
366,393,765,Objeto Image,Between only international onto.,False
367,791,899,Objeto Conference,People we deep city far sport rate.,True
368,1060,1550,Objeto Win,Central third indeed left it offer.,True
369,1055,201,Objeto Section,Talk cover myself.,False
370,879,639,Objeto Get,Too growth red two knowledge nice.,False
371,905,1040,Objeto Question,Make large themselves others medical.,True
372,555,1369,Objeto Together,Food should time.,False
373,751,424,Objeto Some,Result there professional.,True
374,729,1270,Objeto Direction,Able PM collection give ask bank.,True
375,150,527,Objeto Light,Training child course reduce either.,True
376,215,109,Objeto Five,Early year piece large company figure.,False
377,1075,718,Objeto Forget,Hard plan child course though late.,False
378,356,1064,Objeto Role,Front never view building nearly spring prove.,True
379,553,1588,Objeto Republican,After our month add assume agree.,True
380,498,1036,Objeto Food,Receive amount eight along.,False
381,23,830,Objeto Blue,Walk store decision race green low natural.,True
382,1141,484,Objeto Soon,Actually defense event show simple close later.,True
383,796,1951,Objeto Enjoy,Factor movie find clear go turn position.,False
384,505,347,Objeto Series,Property evening research yes moment.,False
385,316,290,Objeto Everybody,Room again assume create I sea style start.,False
386,352,788,Objeto Quality,Past article mission finish thus any.,False
387,715,1603,Objeto Ability,Somebody teacher class fine building.,False
388,812,323,Objeto Five,Computer name now very approach.,False
389,798,261,Objeto Institution,Trade sort attorney born system.,False
390,690,1290,Objeto Call,Goal affect think send maybe strong leave pull.,True
391,1217,1787,Objeto Gun,Expect small cover.,True
392,79,918,Objeto Son,Pick matter finally.,False
393,482,1845,Objeto Play,Lot end career impact.,True
394,21,1227,Objeto Federal,Necessary commercial once onto into.,False
395,1016,468,Objeto They,Admit great claim work view.,True
396,1264,268,Objeto Future,Particularly face their pull leg cold late.,True
397,1359,582,Objeto Stop,Realize serious dinner.,True
398,796,1896,Objeto Bit,Just situation choice.,True
399,1477,1812,Objeto Specific,As similar remember such society.,False
400,1427,1842,Objeto Its,To ball street.,False
401,483,1463,Objeto Song,Take friend face lose check issue message bed.,True
402,1498,709,Objeto Cut,Economic may cell large even officer.,False
403,511,1235,Objeto Father,Special machine development that rather western.,True
404,1128,1707,Objeto Responsibility,However artist interview social piece keep.,False
405,172,1899,Objeto Local,Meet gas lay list.,True
406,113,344,Objeto From,List skill push deal.,False
407,1070,989,Objeto Feel,Hold region policy his.,False
408,947,1458,Objeto Program,Customer apply election indicate.,True
409,143,616,Objeto Center,Between about none.,False
410,1471,902,Objeto Discussion,Live fund meeting forward.,True
411,1123,1705,Objeto Remain,Hear sure information certain.,True
412,1236,1226,Objeto Power,Couple capital security direction base idea public time.,False
413,1378,585,Objeto Method,Live see important crime television book rather seven.,False
414,1037,978,Objeto Report,Behavior wall investment safe particularly.,False
415,918,1593,Objeto Property,Position hear former material.,False
416,355,914,Objeto People,Third current collection tree food serious amount success.,False
417,1203,1693,Objeto Sing,Suffer purpose strong score strategy rather instead.,True
418,835,1278,Objeto Window,Seat young ten day wall technology.,True
419,1244,1979,Objeto When,Turn past what position price help world material.,True
420,403,1321,Objeto Improve,Example oil the energy teacher social set.,True
421,292,506,Objeto Dark,Soldier will clearly help station.,False
422,1054,762,Objeto Million,Center wind education figure pretty computer.,True
423,467,1216,Objeto Customer,Dog success week.,False
424,1388,787,Objeto Bank,Arm lose baby plant.,False
425,386,1855,Objeto Fast,White safe man third he there.,False
426,1228,195,Objeto Rather,Contain attack compare thus thing music.,True
427,754,518,Objeto Role,Four board guy little simply.,False
428,1462,8,Objeto Meet,Try sell site set the.,True
429,99,975,Objeto Box,There girl enough.,False
430,632,1970,Objeto Yourself,Usually decision all pressure gun cost.,False
431,1282,1802,Objeto Around,Ten find admit plan.,True
432,886,558,Objeto Leave,So reach manage day nothing believe.,False
433,1128,337,Objeto Example,Wear carry suggest truth.,True
434,838,1905,Objeto Others,Dinner organization meeting law more hit nation.,True
435,954,1392,Objeto Organization,Position southern buy travel range interview woman.,True
436,1402,636,Objeto Money,Sell head hear stuff.,False
437,265,421,Objeto Federal,Series out strong quite act social.,True
438,817,412,Objeto President,Feeling international however attack.,True
439,869,1300,Objeto Product,Care do region share.,False
440,451,612,Objeto Learn,According industry relationship think somebody range air.,False
441,377,34,Objeto Matter,Recognize oil kind.,False
442,1027,1173,Objeto So,Responsibility perhaps finally.,False
443,183,923,Objeto Sell,Style direction final everyone.,True
444,1384,1102,Objeto Describe,Perhaps myself Mrs.,True
445,895,834,Objeto Capital,Fall something open decide light instead.,True
446,1104,1377,Objeto Paper,International big but rest adult since.,True
447,588,688,Objeto Writer,Network approach consumer his than notice prevent.,False
448,1343,1516,Objeto Theory,Three toward set.,False
449,189,1815,Objeto Certainly,Issue between attack too.,True
450,532,1772,Objeto Board,Defense ready prepare for surface.,False
451,523,327,Objeto Budget,Sign price effort letter with.,True
452,1309,1195,Objeto Series,Read much might.,True
453,297,1804,Objeto Back,Available factor short main thing.,False
454,1307,1373,Objeto Experience,Yeah participant plant live.,False
455,841,916,Objeto Design,Become require about shoulder from card level car.,True
456,105,1448,Objeto Owner,Focus teach center low increase participant.,False
457,99,686,Objeto Scene,Message computer technology tell human big candidate.,True
458,419,1266,Objeto Successful,Forget turn however production eat answer born.,True
459,320,613,Objeto Machine,Various field join item various conference still appear.,True
460,507,1062,Objeto Ahead,At option try leave.,True
461,1389,255,Objeto Me,Leader production member easy send draw.,True
462,323,1622,Objeto Because,Away brother possible speak he hot.,True
463,996,1231,Objeto Mouth,Difficult ten age edge.,True
464,286,607,Objeto Stuff,Protect account subject establish weight school since.,False
465,387,1925,Objeto Simple,Tough resource give cut almost capital mean along.,False
466,1039,193,Objeto Color,Later century piece contain after.,False
467,83,691,Objeto Professor,News arm certainly act fine population forget.,True
468,43,674,Objeto Should,Enjoy north kid describe pull.,False
469,525,1768,Objeto Reach,Seven structure Mrs heavy see say.,False
470,364,1927,Objeto About,Listen remain experience participant heavy letter fight.,True
471,1026,1423,Objeto Return,Piece film than Democrat want factor above kitchen.,False
472,918,1522,Objeto Already,Drug off teach parent.,True
473,153,948,Objeto Thought,Carry soldier blood government.,False
474,594,1919,Objeto Magazine,Deal husband election only commercial.,True
475,619,695,Objeto Strong,Sell rise operation term.,True
476,617,1710,Objeto Nor,Feeling actually senior career common town.,False
477,690,787,Objeto Business,Project energy determine newspaper.,True
478,341,336,Objeto Degree,Answer senior support hotel continue improve.,False
479,92,583,Objeto Analysis,Subject citizen consumer.,True
480,857,683,Objeto Strong,Moment for enjoy indicate fast.,True
481,885,1841,Objeto Affect,Another evening media now toward see worker.,False
482,1309,1691,Objeto Truth,Herself product scene morning before shoulder military.,True
483,338,946,Objeto Could,Heart team chance picture want office.,True
484,646,853,Objeto Perform,Work discuss really around.,True
485,3,466,Objeto Tonight,Stay personal your hit.,False
486,966,1586,Objeto Work,Foreign reflect military of.,True
487,694,1341,Objeto Movement,Also activity glass option hold director material natural.,True
488,673,1463,Objeto Dark,Western professor rise often.,False
489,1163,1962,Objeto Suffer,Six east man city final no.,False
490,771,1769,Objeto Career,Nothing common property even cold.,False
491,320,239,Objeto Picture,Red exactly against will.,False
