usuario_id,id_evento,fecha_participacion,rol
183,1,2025-06-10,Espectador
184,1,2025-01-23,Espectador
185,1,2025-02-11,Espectador
186,1,2025-06-01,Participante
187,1,2025-04-09,Espectador
188,1,2025-04-27,Espectador
189,1,2025-03-31,Espectador
190,1,2025-04-16,Espectador
191,1,2025-04-26,Espectador
192,1,2025-02-24,Espectador
193,1,2025-02-13,Espectador
194,1,2025-03-09,Espectador
195,1,2025-01-22,Participante
196,1,2025-06-06,Espectador
197,1,2025-03-24,Participante
198,1,2025-06-15,Espectador
199,1,2025-02-09,Participante
200,1,2025-04-10,Participante
1,2,2025-06-13,Participante
2,2,2025-05-20,Espectador
3,2,2025-01-20,Participante
4,2,2025-02-14,Participante
5,2,2025-06-14,Participante
6,2,2025-02-18,Participante
7,2,2025-03-20,Espectador
8,2,2025-06-08,Participante
9,2,2025-05-28,Espectador
10,2,2025-01-24,Participante
11,2,2025-03-28,Espectador
12,2,2025-06-26,Participante
13,2,2025-03-26,Espectador
14,2,2025-02-05,Participante
15,2,2025-01-27,Participante
16,2,2025-01-23,Participante
17,2,2025-05-13,Participante
18,2,2025-01-27,Espectador
19,2,2025-02-16,Participante
20,2,2025-02-03,Participante
21,2,2025-01-08,Espectador
22,2,2025-01-29,Participante
23,2,2025-02-03,Espectador
24,2,2025-05-04,Participante
25,2,2025-03-17,Participante
26,2,2025-04-19,Espectador
27,2,2025-02-26,Participante
28,2,2025-02-08,Participante
29,2,2025-05-27,Espectador
30,2,2025-03-27,Espectador
31,2,2025-06-22,Participante
32,2,2025-02-04,Participante
33,2,2025-02-16,Participante
34,2,2025-06-20,Espectador
35,2,2025-02-08,Participante
36,2,2025-05-15,Participante
37,2,2025-05-31,Espectador
38,2,2025-04-06,Participante
39,2,2025-02-07,Participante
40,2,2025-05-30,Espectador
41,2,2025-05-02,Espectador
42,2,2025-01-01,Participante
43,2,2025-02-01,Espectador
44,2,2025-01-14,Espectador
45,2,2025-05-24,Participante
46,2,2025-01-23,Espectador
47,2,2025-02-11,Espectador
48,2,2025-04-29,Participante
49,2,2025-04-24,Participante
50,2,2025-06-21,Participante
51,2,2025-05-20,Espectador
52,2,2025-05-02,Participante
53,2,2025-03-29,Espectador
54,2,2025-01-02,Espectador
55,2,2025-06-14,Participante
56,2,2025-01-08,Espectador
57,2,2025-04-28,Espectador
58,2,2025-02-16,Participante
59,2,2025-04-13,Espectador
60,2,2025-06-26,Participante
61,2,2025-02-15,Participante
62,2,2025-02-23,Participante
63,2,2025-03-12,Espectador
64,2,2025-02-26,Participante
65,2,2025-05-23,Participante
66,2,2025-02-19,Participante
67,2,2025-06-08,Participante
68,2,2025-06-23,Participante
69,2,2025-05-09,Espectador
70,2,2025-05-11,Participante
71,2,2025-06-24,Espectador
72,2,2025-03-23,Espectador
73,2,2025-04-11,Espectador
74,2,2025-05-19,Participante
75,2,2025-06-08,Espectador
76,2,2025-05-01,Participante
77,2,2025-03-14,Participante
78,2,2025-04-06,Espectador
79,2,2025-02-27,Participante
80,2,2025-03-11,Participante
81,2,2025-03-06,Participante
82,2,2025-04-03,Espectador
83,2,2025-05-31,Espectador
84,2,2025-05-18,Espectador
85,2,2025-03-17,Espectador
86,2,2025-02-16,Participante
87,2,2025-01-11,Participante
88,2,2025-05-11,Participante
89,2,2025-02-17,Espectador
90,2,2025-01-19,Espectador
91,2,2025-04-11,Participante
92,2,2025-04-25,Espectador
93,2,2025-03-23,Espectador
94,2,2025-04-17,Participante
95,2,2025-04-06,Espectador
96,2,2025-05-20,Espectador
97,2,2025-01-12,Espectador
98,2,2025-06-11,Espectador
99,2,2025-04-25,Participante
100,2,2025-05-03,Espectador
101,2,2025-05-26,Participante
102,2,2025-02-17,Espectador
103,2,2025-01-10,Espectador
104,2,2025-01-12,Participante
105,2,2025-05-20,Participante
106,2,2025-01-29,Participante
107,2,2025-05-06,Participante
108,2,2025-02-03,Espectador
109,2,2025-06-24,Participante
110,2,2025-03-17,Espectador
111,2,2025-06-24,Espectador
112,2,2025-03-30,Participante
113,2,2025-05-27,Espectador
114,2,2025-01-12,Participante
115,2,2025-04-19,Participante
116,2,2025-05-03,Participante
117,2,2025-06-18,Participante
118,2,2025-04-24,Participante
119,2,2025-06-19,Participante
120,2,2025-03-14,Espectador
121,2,2025-06-25,Participante
122,2,2025-03-24,Espectador
123,2,2025-03-10,Espectador
124,2,2025-03-28,Participante
125,2,2025-01-30,Espectador
126,2,2025-06-20,Espectador
127,2,2025-02-27,Espectador
128,2,2025-06-05,Espectador
129,2,2025-02-13,Participante
130,2,2025-03-24,Espectador
131,2,2025-01-07,Participante
132,2,2025-06-10,Espectador
133,2,2025-05-03,Espectador
134,2,2025-04-19,Espectador
135,2,2025-02-27,Participante
136,2,2025-05-14,Espectador
137,2,2025-04-30,Participante
138,2,2025-05-24,Espectador
139,2,2025-02-02,Participante
140,2,2025-06-05,Espectador
141,2,2025-05-26,Espectador
142,2,2025-06-22,Espectador
143,2,2025-01-10,Espectador
144,2,2025-02-28,Participante
145,2,2025-03-17,Espectador
146,2,2025-02-03,Espectador
147,2,2025-06-19,Participante
148,2,2025-03-11,Espectador
149,2,2025-06-02,Espectador
150,2,2025-06-01,Espectador
151,2,2025-01-02,Participante
152,2,2025-02-09,Espectador
153,2,2025-04-05,Espectador
154,2,2025-03-18,Espectador
155,2,2025-03-30,Espectador
156,2,2025-05-30,Participante
157,2,2025-01-23,Participante
158,2,2025-01-09,Participante
159,2,2025-04-30,Participante
160,2,2025-05-20,Participante
161,2,2025-01-16,Participante
162,2,2025-01-27,Participante
163,2,2025-04-16,Participante
164,2,2025-04-02,Participante
165,2,2025-03-02,Participante
166,2,2025-03-16,Participante
167,2,2025-04-25,Espectador
168,2,2025-03-31,Espectador
169,2,2025-05-18,Espectador
170,2,2025-05-26,Espectador
171,2,2025-04-04,Participante
172,2,2025-04-08,Espectador
173,2,2025-05-10,Participante
174,2,2025-02-07,Espectador
175,2,2025-04-14,Participante
176,2,2025-01-19,Espectador
177,2,2025-03-08,Espectador
178,2,2025-04-07,Participante
179,2,2025-05-30,Espectador
180,2,2025-06-18,Espectador
181,2,2025-03-11,Participante
182,2,2025-05-04,Espectador
183,2,2025-03-23,Espectador
184,2,2025-04-28,Participante
185,2,2025-04-26,Espectador
186,2,2025-06-09,Espectador
187,2,2025-03-20,Espectador
188,2,2025-01-24,Espectador
189,2,2025-06-25,Participante
190,2,2025-02-16,Espectador
191,2,2025-04-02,Participante
192,2,2025-05-06,Participante
193,2,2025-01-27,Espectador
194,2,2025-06-06,Participante
195,2,2025-02-15,Espectador
196,2,2025-05-12,Espectador
197,2,2025-02-05,Participante
198,2,2025-03-16,Espectador
199,2,2025-03-17,Espectador
200,2,2025-01-13,Espectador
1,3,2025-02-04,Espectador
2,3,2025-04-21,Espectador
3,3,2025-05-14,Participante
4,3,2025-03-05,Espectador
5,3,2025-03-10,Participante
6,3,2025-06-27,Espectador
7,3,2025-05-29,Espectador
8,3,2025-01-20,Participante
9,3,2025-06-07,Espectador
10,3,2025-02-18,Espectador
11,3,2025-06-15,Participante
12,3,2025-02-09,Espectador
13,3,2025-05-24,Espectador
14,3,2025-05-23,Espectador
15,3,2025-02-01,Participante
16,3,2025-01-22,Participante
17,3,2025-01-23,Espectador
18,3,2025-05-22,Espectador
19,3,2025-06-14,Espectador
20,3,2025-05-22,Participante
21,3,2025-01-31,Espectador
22,3,2025-03-24,Espectador
23,3,2025-02-17,Participante
24,3,2025-01-06,Participante
25,3,2025-05-27,Participante
26,3,2025-02-17,Espectador
27,3,2025-02-18,Participante
28,3,2025-05-23,Participante
29,3,2025-06-10,Participante
30,3,2025-04-02,Participante
31,3,2025-05-04,Participante
32,3,2025-03-24,Participante
33,3,2025-03-02,Espectador
34,3,2025-05-21,Participante
35,3,2025-01-01,Participante
36,3,2025-01-12,Espectador
37,3,2025-06-08,Participante
38,3,2025-04-10,Participante
39,3,2025-03-24,Espectador
40,3,2025-04-15,Participante
41,3,2025-04-09,Participante
42,3,2025-02-07,Participante
43,3,2025-03-19,Espectador
44,3,2025-05-20,Participante
45,3,2025-01-02,Participante
46,3,2025-06-26,Participante
47,3,2025-04-27,Espectador
48,3,2025-01-13,Espectador
49,3,2025-01-28,Participante
50,3,2025-03-19,Participante
51,3,2025-01-25,Espectador
52,3,2025-01-11,Participante
53,3,2025-04-19,Espectador
54,3,2025-06-01,Participante
55,3,2025-02-15,Participante
56,3,2025-05-12,Espectador
57,3,2025-05-19,Participante
58,3,2025-01-13,Participante
59,3,2025-06-12,Espectador
60,3,2025-01-15,Participante
61,3,2025-04-02,Participante
62,3,2025-04-17,Participante
63,3,2025-06-23,Espectador
64,3,2025-02-11,Espectador
65,3,2025-01-30,Espectador
66,3,2025-01-03,Participante
67,3,2025-06-15,Participante
68,3,2025-04-10,Participante
69,3,2025-05-28,Participante
70,3,2025-03-29,Participante
71,3,2025-04-23,Participante
72,3,2025-06-18,Espectador
73,3,2025-06-02,Participante
74,3,2025-04-28,Espectador
75,3,2025-01-01,Participante
76,3,2025-04-23,Espectador
77,3,2025-01-02,Espectador
78,3,2025-06-16,Espectador
79,3,2025-01-28,Participante
80,3,2025-03-23,Participante
81,3,2025-01-27,Participante
82,3,2025-02-17,Espectador
83,3,2025-03-12,Espectador
84,3,2025-06-13,Participante
85,3,2025-03-28,Participante
86,3,2025-01-22,Participante
87,3,2025-06-27,Participante
88,3,2025-05-18,Espectador
89,3,2025-06-07,Espectador
90,3,2025-06-25,Espectador
91,3,2025-05-19,Espectador
92,3,2025-06-08,Participante
93,3,2025-06-17,Espectador
94,3,2025-03-11,Espectador
95,3,2025-06-22,Espectador
96,3,2025-03-30,Participante
97,3,2025-01-23,Participante
98,3,2025-06-12,Participante
99,3,2025-06-21,Participante
100,3,2025-06-06,Participante
101,3,2025-06-05,Participante
102,3,2025-04-12,Participante
103,3,2025-04-01,Espectador
104,3,2025-04-13,Espectador
105,3,2025-05-13,Espectador
106,3,2025-02-15,Participante
107,3,2025-05-21,Participante
108,3,2025-04-12,Espectador
109,3,2025-01-21,Espectador
110,3,2025-03-29,Espectador
111,3,2025-06-15,Espectador
112,3,2025-02-24,Participante
113,3,2025-06-17,Participante
114,3,2025-01-23,Espectador
115,3,2025-03-06,Espectador
116,3,2025-02-06,Espectador
117,3,2025-04-24,Participante
118,3,2025-06-01,Participante
119,3,2025-01-15,Participante
120,3,2025-02-20,Espectador
121,3,2025-03-28,Participante
122,3,2025-03-26,Participante
123,3,2025-04-14,Espectador
124,3,2025-06-13,Participante
125,3,2025-04-03,Participante
126,3,2025-03-30,Participante
127,3,2025-06-01,Espectador
128,3,2025-04-14,Espectador
129,3,2025-05-24,Espectador
130,3,2025-05-30,Participante
131,3,2025-05-16,Espectador
132,3,2025-01-04,Participante
133,3,2025-05-08,Espectador
134,3,2025-01-06,Espectador
135,3,2025-06-13,Participante
136,3,2025-04-18,Espectador
137,3,2025-02-18,Participante
138,3,2025-04-05,Espectador
139,3,2025-05-09,Participante
140,3,2025-06-22,Espectador
141,3,2025-01-04,Espectador
142,3,2025-03-21,Espectador
143,3,2025-05-07,Participante
144,3,2025-02-17,Participante
145,3,2025-04-29,Espectador
146,3,2025-03-19,Espectador
147,3,2025-04-02,Espectador
148,3,2025-04-14,Espectador
149,3,2025-03-25,Participante
150,3,2025-05-26,Participante
151,3,2025-05-05,Participante
152,3,2025-06-22,Participante
153,3,2025-04-26,Participante
154,3,2025-06-12,Espectador
155,3,2025-06-18,Participante
156,3,2025-05-05,Participante
157,3,2025-02-12,Participante
158,3,2025-06-08,Espectador
159,3,2025-06-25,Espectador
160,3,2025-04-26,Participante
161,3,2025-06-02,Espectador
162,3,2025-05-30,Espectador
163,3,2025-01-10,Participante
164,3,2025-04-15,Participante
165,3,2025-01-11,Espectador
166,3,2025-02-19,Espectador
167,3,2025-06-04,Participante
168,3,2025-05-11,Espectador
169,3,2025-06-23,Espectador
170,3,2025-03-16,Participante
171,3,2025-01-09,Espectador
172,3,2025-05-12,Espectador
173,3,2025-03-02,Espectador
174,3,2025-03-16,Participante
175,3,2025-05-29,Espectador
176,3,2025-01-10,Espectador
177,3,2025-02-26,Espectador
178,3,2025-04-12,Participante
179,3,2025-04-30,Participante
180,3,2025-05-27,Espectador
181,3,2025-02-08,Participante
182,3,2025-04-28,Espectador
183,3,2025-04-28,Espectador
184,3,2025-02-28,Participante
185,3,2025-01-09,Participante
186,3,2025-05-27,Participante
187,3,2025-03-21,Participante
188,3,2025-05-30,Participante
189,3,2025-06-25,Participante
190,3,2025-02-22,Espectador
191,3,2025-04-29,Espectador
192,3,2025-03-18,Espectador
193,3,2025-05-19,Participante
194,3,2025-04-14,Espectador
195,3,2025-06-19,Espectador
196,3,2025-05-18,Participante
197,3,2025-04-28,Espectador
198,3,2025-01-05,Espectador
199,3,2025-02-25,Espectador
200,3,2025-01-28,Espectador
1,4,2025-01-09,Espectador
2,4,2025-03-05,Participante
3,4,2025-03-19,Participante
4,4,2025-03-18,Espectador
5,4,2025-04-06,Participante
6,4,2025-03-29,Participante
7,4,2025-03-17,Espectador
8,4,2025-06-24,Espectador
9,4,2025-01-06,Participante
10,4,2025-01-21,Espectador
11,4,2025-03-16,Espectador
12,4,2025-01-12,Espectador
13,4,2025-04-24,Espectador
14,4,2025-06-23,Espectador
15,4,2025-02-12,Espectador
16,4,2025-01-13,Espectador
17,4,2025-06-16,Espectador
18,4,2025-02-09,Espectador
19,4,2025-05-07,Participante
20,4,2025-06-04,Participante
21,4,2025-04-29,Participante
22,4,2025-03-13,Participante
23,4,2025-04-26,Participante
24,4,2025-02-26,Participante
25,4,2025-05-18,Participante
26,4,2025-04-28,Participante
27,4,2025-02-05,Espectador
28,4,2025-03-28,Participante
29,4,2025-04-24,Espectador
30,4,2025-06-04,Espectador
31,4,2025-04-11,Espectador
32,4,2025-03-05,Espectador
33,4,2025-05-17,Espectador
34,4,2025-04-02,Espectador
35,4,2025-05-24,Espectador
36,4,2025-04-07,Espectador
37,4,2025-03-22,Espectador
38,4,2025-03-11,Espectador
39,4,2025-04-29,Participante
40,4,2025-03-21,Espectador
41,4,2025-01-02,Espectador
42,4,2025-02-22,Espectador
43,4,2025-06-09,Espectador
44,4,2025-05-22,Participante
45,4,2025-01-14,Espectador
46,4,2025-03-10,Espectador
47,4,2025-03-05,Participante
48,4,2025-05-19,Espectador
49,4,2025-03-20,Espectador
50,4,2025-04-08,Participante
51,4,2025-03-15,Participante
52,4,2025-02-01,Participante
53,4,2025-03-23,Participante
54,4,2025-03-04,Participante
55,4,2025-01-26,Espectador
56,4,2025-04-09,Participante
57,4,2025-02-26,Espectador
58,4,2025-02-18,Participante
59,4,2025-03-02,Participante
60,4,2025-04-03,Espectador
61,4,2025-02-20,Participante
62,4,2025-01-03,Participante
63,4,2025-03-12,Participante
64,4,2025-05-26,Participante
65,4,2025-01-04,Espectador
66,4,2025-03-10,Espectador
67,4,2025-02-14,Participante
68,4,2025-03-01,Participante
69,4,2025-01-27,Participante
70,4,2025-03-14,Participante
71,4,2025-04-23,Participante
72,4,2025-06-08,Espectador
73,4,2025-05-25,Participante
74,4,2025-02-18,Participante
75,4,2025-02-20,Espectador
76,4,2025-05-26,Espectador
77,4,2025-05-19,Participante
78,4,2025-05-09,Espectador
79,4,2025-05-27,Participante
80,4,2025-06-27,Participante
81,4,2025-06-15,Participante
82,4,2025-06-12,Espectador
83,4,2025-04-01,Espectador
84,4,2025-01-15,Participante
85,4,2025-05-23,Participante
86,4,2025-03-31,Participante
87,4,2025-05-07,Participante
88,4,2025-03-20,Participante
89,4,2025-05-15,Participante
90,4,2025-04-27,Participante
91,4,2025-03-22,Espectador
92,4,2025-03-03,Participante
93,4,2025-01-14,Participante
94,4,2025-04-27,Espectador
95,4,2025-05-21,Espectador
96,4,2025-05-06,Espectador
97,4,2025-03-28,Espectador
98,4,2025-03-28,Participante
99,4,2025-05-23,Espectador
100,4,2025-06-19,Espectador
101,4,2025-01-06,Espectador
102,4,2025-03-27,Participante
103,4,2025-04-15,Participante
104,4,2025-01-19,Participante
105,4,2025-03-27,Espectador
106,4,2025-02-10,Participante
107,4,2025-04-18,Espectador
108,4,2025-05-28,Espectador
109,4,2025-03-09,Espectador
110,4,2025-05-20,Espectador
111,4,2025-01-27,Espectador
112,4,2025-04-29,Espectador
113,4,2025-06-16,Participante
114,4,2025-05-20,Espectador
115,4,2025-02-20,Participante
116,4,2025-01-14,Espectador
117,4,2025-03-21,Participante
118,4,2025-02-25,Participante
119,4,2025-03-15,Participante
120,4,2025-05-04,Espectador
121,4,2025-01-30,Participante
122,4,2025-01-21,Participante
123,4,2025-05-13,Participante
124,4,2025-01-10,Espectador
125,4,2025-06-04,Espectador
126,4,2025-03-17,Espectador
127,4,2025-02-15,Espectador
128,4,2025-04-18,Participante
129,4,2025-03-26,Participante
130,4,2025-05-07,Participante
131,4,2025-03-26,Participante
132,4,2025-04-02,Participante
133,4,2025-06-08,Espectador
134,4,2025-05-31,Espectador
135,4,2025-05-01,Participante
136,4,2025-06-23,Participante
137,4,2025-04-15,Espectador
138,4,2025-05-30,Participante
139,4,2025-01-19,Participante
140,4,2025-04-13,Participante
141,4,2025-03-17,Espectador
142,4,2025-06-25,Participante
143,4,2025-05-13,Participante
144,4,2025-05-04,Espectador
145,4,2025-05-30,Participante
146,4,2025-02-18,Espectador
147,4,2025-03-02,Espectador
148,4,2025-05-01,Espectador
149,4,2025-03-16,Participante
150,4,2025-01-20,Espectador
151,4,2025-01-14,Participante
152,4,2025-05-04,Participante
153,4,2025-05-15,Participante
154,4,2025-02-04,Espectador
155,4,2025-04-29,Participante
156,4,2025-06-22,Espectador
157,4,2025-03-03,Espectador
158,4,2025-05-05,Espectador
159,4,2025-01-20,Espectador
160,4,2025-04-11,Participante
161,4,2025-04-28,Participante
162,4,2025-02-11,Participante
163,4,2025-02-21,Espectador
164,4,2025-02-03,Participante
165,4,2025-02-14,Espectador
166,4,2025-05-17,Participante
167,4,2025-05-31,Participante
168,4,2025-02-22,Participante
169,4,2025-01-07,Espectador
170,4,2025-05-07,Espectador
171,4,2025-03-16,Espectador
172,4,2025-02-22,Participante
173,4,2025-02-07,Participante
174,4,2025-06-25,Participante
175,4,2025-05-15,Espectador
176,4,2025-03-25,Espectador
177,4,2025-06-22,Espectador
178,4,2025-04-11,Espectador
179,4,2025-01-13,Participante
180,4,2025-01-23,Espectador
181,4,2025-02-18,Participante
182,4,2025-02-19,Espectador
183,4,2025-04-30,Participante
184,4,2025-04-23,Espectador
185,4,2025-03-25,Participante
186,4,2025-06-09,Participante
187,4,2025-01-01,Espectador
188,4,2025-06-19,Participante
189,4,2025-06-26,Espectador
190,4,2025-01-10,Espectador
191,4,2025-04-06,Participante
192,4,2025-01-22,Participante
193,4,2025-01-28,Espectador
194,4,2025-01-29,Espectador
195,4,2025-01-16,Participante
196,4,2025-05-04,Participante
197,4,2025-04-04,Espectador
198,4,2025-03-08,Espectador
199,4,2025-06-21,Participante
200,4,2025-03-19,Espectador
1,5,2025-03-21,Participante
2,5,2025-02-16,Participante
3,5,2025-05-13,Espectador
4,5,2025-04-19,Espectador
5,5,2025-02-17,Participante
6,5,2025-04-30,Participante
7,5,2025-03-18,Espectador
8,5,2025-03-11,Espectador
9,5,2025-01-23,Participante
10,5,2025-05-13,Espectador
11,5,2025-01-05,Participante
12,5,2025-05-25,Participante
13,5,2025-03-27,Espectador
14,5,2025-05-31,Participante
15,5,2025-02-21,Espectador
16,5,2025-04-23,Espectador
17,5,2025-02-17,Participante
18,5,2025-02-08,Espectador
19,5,2025-05-13,Espectador
20,5,2025-04-01,Espectador
21,5,2025-02-24,Participante
22,5,2025-06-27,Espectador
23,5,2025-05-06,Participante
24,5,2025-02-23,Espectador
25,5,2025-03-27,Espectador
26,5,2025-02-17,Participante
27,5,2025-06-09,Participante
28,5,2025-05-17,Participante
29,5,2025-02-20,Espectador
30,5,2025-03-03,Participante
31,5,2025-06-13,Participante
32,5,2025-05-03,Espectador
33,5,2025-04-17,Espectador
34,5,2025-04-10,Participante
35,5,2025-01-06,Espectador
36,5,2025-04-01,Espectador
37,5,2025-01-14,Participante
38,5,2025-02-05,Participante
39,5,2025-04-25,Participante
40,5,2025-02-05,Participante
41,5,2025-01-04,Participante
42,5,2025-05-30,Espectador
43,5,2025-04-22,Participante
44,5,2025-04-28,Espectador
45,5,2025-03-29,Espectador
46,5,2025-01-31,Participante
47,5,2025-02-15,Participante
48,5,2025-02-01,Espectador
49,5,2025-04-27,Espectador
50,5,2025-03-24,Espectador
51,5,2025-01-12,Participante
52,5,2025-02-15,Espectador
53,5,2025-02-17,Participante
54,5,2025-03-17,Participante
55,5,2025-05-26,Participante
56,5,2025-05-06,Espectador
57,5,2025-01-28,Participante
58,5,2025-05-13,Participante
59,5,2025-01-16,Participante
60,5,2025-01-02,Participante
61,5,2025-04-12,Participante
62,5,2025-02-09,Participante
63,5,2025-05-24,Espectador
64,5,2025-04-21,Participante
65,5,2025-06-24,Participante
66,5,2025-03-26,Espectador
67,5,2025-05-21,Espectador
68,5,2025-04-26,Espectador
69,5,2025-04-06,Espectador
70,5,2025-04-29,Participante
71,5,2025-03-12,Espectador
72,5,2025-01-26,Espectador
73,5,2025-03-31,Espectador
74,5,2025-03-19,Espectador
75,5,2025-06-13,Espectador
76,5,2025-01-29,Espectador
77,5,2025-01-15,Espectador
78,5,2025-05-03,Participante
79,5,2025-04-28,Espectador
80,5,2025-04-25,Participante
81,5,2025-06-23,Participante
82,5,2025-04-01,Espectador
83,5,2025-01-13,Participante
84,5,2025-06-09,Participante
85,5,2025-02-01,Espectador
86,5,2025-04-16,Espectador
87,5,2025-01-12,Espectador
88,5,2025-04-15,Espectador
89,5,2025-06-15,Participante
90,5,2025-02-11,Espectador
91,5,2025-05-09,Espectador
92,5,2025-06-05,Participante
93,5,2025-06-05,Participante
94,5,2025-04-11,Participante
95,5,2025-05-12,Espectador
96,5,2025-02-18,Participante
97,5,2025-06-14,Participante
98,5,2025-04-04,Participante
99,5,2025-04-16,Espectador
100,5,2025-05-30,Participante
